doid_id,drugbank_id,disease,drug,category
DOID:3393,DB00509,coronary artery disease,Dextrothyroxine,NOT
DOID:3393,DB00988,coronary artery disease,Dopamine,NOT
DOID:3393,DB00783,coronary artery disease,Estradiol,NOT
DOID:3393,DB00451,coronary artery disease,Levothyroxine,NOT
DOID:3393,DB01583,coronary artery disease,Liotrix,NOT
DOID:3393,DB00761,coronary artery disease,Potassium Chloride,NOT
DOID:216,DB00907,dental caries,Cocaine,NOT
DOID:12930,DB00695,dilated cardiomyopathy,Furosemide,DM
DOID:12930,DB00722,dilated cardiomyopathy,Lisinopril,DM
DOID:12930,DB00421,dilated cardiomyopathy,Spironolactone,DM
DOID:12930,DB01427,dilated cardiomyopathy,Amrinone,SYM
DOID:12930,DB00390,dilated cardiomyopathy,Digoxin,SYM
DOID:1595,DB00321,endogenous depression,Amitriptyline,SYM
DOID:1595,DB01238,endogenous depression,Aripiprazole,SYM
DOID:1595,DB00215,endogenous depression,Citalopram,SYM
DOID:1595,DB00476,endogenous depression,Duloxetine,SYM
DOID:1595,DB01175,endogenous depression,Escitalopram,SYM
DOID:1595,DB00176,endogenous depression,Fluvoxamine,SYM
DOID:1595,DB00458,endogenous depression,Imipramine,SYM
DOID:1595,DB01149,endogenous depression,Nefazodone,SYM
DOID:1595,DB00540,endogenous depression,Nortriptyline,SYM
DOID:1595,DB00715,endogenous depression,Paroxetine,SYM
DOID:1595,DB01037,endogenous depression,Selegiline,SYM
DOID:1595,DB01104,endogenous depression,Sertraline,SYM
DOID:1595,DB00656,endogenous depression,Trazodone,SYM
DOID:1595,DB00313,endogenous depression,Valproic Acid,SYM
DOID:1595,DB06684,endogenous depression,Vilazodone,SYM
DOID:1826,DB00819,epilepsy syndrome,Acetazolamide,DM
DOID:1826,DB01351,epilepsy syndrome,Amobarbital,DM
DOID:1826,DB00564,epilepsy syndrome,Carbamazepine,DM
DOID:1826,DB00349,epilepsy syndrome,Clobazam,DM
DOID:1826,DB01068,epilepsy syndrome,Clonazepam,DM
DOID:1826,DB00829,epilepsy syndrome,Diazepam,DM
DOID:1826,DB00949,epilepsy syndrome,Felbamate,DM
DOID:1826,DB01320,epilepsy syndrome,Fosphenytoin,DM
DOID:1826,DB00996,epilepsy syndrome,Gabapentin,DM
DOID:1826,DB06218,epilepsy syndrome,Lacosamide,DM
DOID:1826,DB00555,epilepsy syndrome,Lamotrigine,DM
DOID:1826,DB01202,epilepsy syndrome,Levetiracetam,DM
DOID:1826,DB00683,epilepsy syndrome,Midazolam,DM
DOID:1826,DB00776,epilepsy syndrome,Oxcarbazepine,DM
DOID:1826,DB01174,epilepsy syndrome,Phenobarbital,DM
DOID:1826,DB00252,epilepsy syndrome,Phenytoin,DM
DOID:1826,DB00230,epilepsy syndrome,Pregabalin,DM
DOID:1826,DB00794,epilepsy syndrome,Primidone,DM
DOID:1826,DB00818,epilepsy syndrome,Propofol,DM
DOID:1826,DB06201,epilepsy syndrome,Rufinamide,DM
DOID:1826,DB00273,epilepsy syndrome,Topiramate,DM
DOID:1826,DB00347,epilepsy syndrome,Trimethadione,DM
DOID:1826,DB00313,epilepsy syndrome,Valproic Acid,DM
DOID:1826,DB01080,epilepsy syndrome,Vigabatrin,DM
DOID:1826,DB00909,epilepsy syndrome,Zonisamide,DM
DOID:1826,DB00490,epilepsy syndrome,Buspirone,NOT
DOID:1826,DB00292,epilepsy syndrome,Etomidate,NOT
DOID:1826,DB01216,epilepsy syndrome,Finasteride,NOT
DOID:1826,DB00158,epilepsy syndrome,Folic Acid,NOT
DOID:1826,DB00350,epilepsy syndrome,Minoxidil,NOT
DOID:1826,DB01346,epilepsy syndrome,Quinidine barbiturate,NOT
DOID:1826,DB00421,epilepsy syndrome,Spironolactone,NOT
DOID:1826,DB00795,epilepsy syndrome,Sulfasalazine,NOT
DOID:1826,DB00906,epilepsy syndrome,Tiagabine,NOT
DOID:1826,DB00620,epilepsy syndrome,Triamcinolone,NOT
DOID:5041,DB01101,esophageal cancer,Capecitabine,DM
DOID:5041,DB00958,esophageal cancer,Carboplatin,DM
DOID:5041,DB00515,esophageal cancer,Cisplatin,DM
DOID:5041,DB00563,esophageal cancer,Methotrexate,DM
DOID:5041,DB00736,esophageal cancer,Esomeprazole,SYM
DOID:5041,DB00338,esophageal cancer,Omeprazole,SYM
DOID:5041,DB00707,esophageal cancer,Porfimer,SYM
DOID:1312,DB00091,focal segmental glomerulosclerosis,Cyclosporine,DM
DOID:2994,DB00290,germ cell cancer,Bleomycin,DM
DOID:2994,DB00515,germ cell cancer,Cisplatin,DM
DOID:2994,DB00970,germ cell cancer,Dactinomycin,DM
DOID:2994,DB00773,germ cell cancer,Etoposide,DM
DOID:2994,DB01181,germ cell cancer,Ifosfamide,DM
DOID:2994,DB00563,germ cell cancer,Methotrexate,DM
DOID:2994,DB00570,germ cell cancer,Vinblastine,DM
DOID:2994,DB00917,germ cell cancer,Dinoprostone,NOT
DOID:11714,DB01016,gestational diabetes,Glyburide,DM
DOID:1686,DB00819,glaucoma,Acetazolamide,DM
DOID:1686,DB00964,glaucoma,Apraclonidine,DM
DOID:1686,DB00195,glaucoma,Betaxolol,DM
DOID:1686,DB00905,glaucoma,Bimatoprost,DM
DOID:1686,DB00484,glaucoma,Brimonidine,DM
DOID:1686,DB01194,glaucoma,Brinzolamide,DM
DOID:1686,DB00411,glaucoma,Carbachol,DM
DOID:1686,DB00521,glaucoma,Carteolol,DM
DOID:1686,DB00575,glaucoma,Clonidine,DM
DOID:1686,DB01144,glaucoma,Diclofenamide,DM
DOID:1686,DB00449,glaucoma,Dipivefrin,DM
DOID:1686,DB00869,glaucoma,Dorzolamide,DM
DOID:1686,DB01057,glaucoma,Echothiophate,DM
DOID:1686,DB00654,glaucoma,Latanoprost,DM
DOID:1686,DB01210,glaucoma,Levobunolol,DM
DOID:1686,DB00703,glaucoma,Methazolamide,DM
DOID:1686,DB01214,glaucoma,Metipranolol,DM
DOID:1686,DB00981,glaucoma,Physostigmine,DM
DOID:1686,DB01085,glaucoma,Pilocarpine,DM
DOID:1686,DB00373,glaucoma,Timolol,DM
DOID:1686,DB00287,glaucoma,Travoprost,DM
DOID:1686,DB00668,glaucoma,Epinephrine,SYM
DOID:1686,DB00742,glaucoma,Mannitol,SYM
DOID:1686,DB00305,glaucoma,Mitomycin,NOT
DOID:1686,DB00388,glaucoma,Phenylephrine,NOT
DOID:13189,DB00437,gout,Allopurinol,DM
DOID:13189,DB01394,gout,Colchicine,DM
DOID:13189,DB00741,gout,Hydrocortisone,DM
DOID:13189,DB00328,gout,Indomethacin,DM
DOID:13189,DB00959,gout,Methylprednisolone,DM
DOID:13189,DB00788,gout,Naproxen,DM
DOID:13189,DB00860,gout,Prednisolone,DM
DOID:13189,DB00635,gout,Prednisone,DM
DOID:13189,DB01032,gout,Probenecid,DM
DOID:13189,DB00945,gout,Acetylsalicylic acid,SYM
DOID:11934,DB01248,head and neck cancer,Docetaxel,DM
DOID:11934,DB00544,head and neck cancer,Fluorouracil,DM
DOID:11934,DB01005,head and neck cancer,Hydroxyurea,DM
DOID:11934,DB00570,head and neck cancer,Vinblastine,DM
DOID:11934,DB01085,head and neck cancer,Pilocarpine,SYM
DOID:2531,DB00523,hematologic cancer,Alitretinoin,DM
DOID:2531,DB00261,hematologic cancer,Anagrelide,DM
DOID:2531,DB00443,hematologic cancer,Betamethasone,DM
DOID:2531,DB00307,hematologic cancer,Bexarotene,DM
DOID:2531,DB00290,hematologic cancer,Bleomycin,DM
DOID:2531,DB00188,hematologic cancer,Bortezomib,DM
DOID:2531,DB01008,hematologic cancer,Busulfan,DM
DOID:2531,DB00262,hematologic cancer,Carmustine,DM
DOID:2531,DB00291,hematologic cancer,Chlorambucil,DM
DOID:2531,DB00515,hematologic cancer,Cisplatin,DM
DOID:2531,DB00242,hematologic cancer,Cladribine,DM
DOID:2531,DB00631,hematologic cancer,Clofarabine,DM
DOID:2531,DB00987,hematologic cancer,Cytarabine,DM
DOID:2531,DB00851,hematologic cancer,Dacarbazine,DM
DOID:2531,DB01254,hematologic cancer,Dasatinib,DM
DOID:2531,DB00694,hematologic cancer,Daunorubicin,DM
DOID:2531,DB01234,hematologic cancer,Dexamethasone,DM
DOID:2531,DB00997,hematologic cancer,Doxorubicin,DM
DOID:2531,DB00445,hematologic cancer,Epirubicin,DM
DOID:2531,DB00773,hematologic cancer,Etoposide,DM
DOID:2531,DB01073,hematologic cancer,Fludarabine,DM
DOID:2531,DB00441,hematologic cancer,Gemcitabine,DM
DOID:2531,DB01005,hematologic cancer,Hydroxyurea,DM
DOID:2531,DB01177,hematologic cancer,Idarubicin,DM
DOID:2531,DB01181,hematologic cancer,Ifosfamide,DM
DOID:2531,DB00619,hematologic cancer,Imatinib,DM
DOID:2531,DB00762,hematologic cancer,Irinotecan,DM
DOID:2531,DB00480,hematologic cancer,Lenalidomide,DM
DOID:2531,DB01206,hematologic cancer,Lomustine,DM
DOID:2531,DB00888,hematologic cancer,Mechlorethamine,DM
DOID:2531,DB01042,hematologic cancer,Melphalan,DM
DOID:2531,DB01033,hematologic cancer,Mercaptopurine,DM
DOID:2531,DB00563,hematologic cancer,Methotrexate,DM
DOID:2531,DB00553,hematologic cancer,Methoxsalen,DM
DOID:2531,DB01204,hematologic cancer,Mitoxantrone,DM
DOID:2531,DB01280,hematologic cancer,Nelarabine,DM
DOID:2531,DB04868,hematologic cancer,Nilotinib,DM
DOID:2531,DB00552,hematologic cancer,Pentostatin,DM
DOID:2531,DB00860,hematologic cancer,Prednisolone,DM
DOID:2531,DB00635,hematologic cancer,Prednisone,DM
DOID:2531,DB01168,hematologic cancer,Procarbazine,DM
DOID:2531,DB08877,hematologic cancer,Ruxolitinib,DM
DOID:2531,DB00444,hematologic cancer,Teniposide,DM
DOID:2531,DB01041,hematologic cancer,Thalidomide,DM
DOID:2531,DB04572,hematologic cancer,Thiotepa,DM
DOID:2531,DB00352,hematologic cancer,Tioguanine,DM
DOID:2531,DB00620,hematologic cancer,Triamcinolone,DM
DOID:2531,DB00570,hematologic cancer,Vinblastine,DM
DOID:2531,DB00541,hematologic cancer,Vincristine,DM
DOID:2531,DB00361,hematologic cancer,Vinorelbine,DM
DOID:2531,DB02546,hematologic cancer,Vorinostat,DM
DOID:2531,DB00482,hematologic cancer,Celecoxib,SYM
DOID:2531,DB00959,hematologic cancer,Methylprednisolone,SYM
DOID:2531,DB00437,hematologic cancer,Allopurinol,NOT
DOID:2531,DB00982,hematologic cancer,Isotretinoin,NOT
DOID:2531,DB00282,hematologic cancer,Pamidronate,NOT
DOID:2531,DB06809,hematologic cancer,Plerixafor,NOT
DOID:2531,DB00428,hematologic cancer,Streptozocin,NOT
DOID:2531,DB00755,hematologic cancer,Tretinoin,NOT
DOID:2531,DB00399,hematologic cancer,Zoledronate,NOT
DOID:2043,DB00718,hepatitis B,Adefovir Dipivoxil,DM
DOID:2043,DB00442,hepatitis B,Entecavir,DM
DOID:2043,DB00709,hepatitis B,Lamivudine,DM
DOID:2043,DB01265,hepatitis B,Telbivudine,DM
DOID:10763,DB01193,hypertension,Acebutolol,DM
DOID:10763,DB00594,hypertension,Amiloride,DM
DOID:10763,DB00381,hypertension,Amlodipine,DM
DOID:10763,DB01076,hypertension,Atorvastatin,DM
DOID:10763,DB00542,hypertension,Benazepril,DM
DOID:10763,DB00436,hypertension,Bendroflumethiazide,DM
DOID:10763,DB01244,hypertension,Bepridil,DM
DOID:10763,DB00195,hypertension,Betaxolol,DM
DOID:10763,DB00887,hypertension,Bumetanide,DM
DOID:10763,DB00796,hypertension,Candesartan,DM
DOID:10763,DB01197,hypertension,Captopril,DM
DOID:10763,DB01136,hypertension,Carvedilol,DM
DOID:10763,DB00880,hypertension,Chlorothiazide,DM
DOID:10763,DB00310,hypertension,Chlorthalidone,DM
DOID:10763,DB00575,hypertension,Clonidine,DM
DOID:10763,DB00343,hypertension,Diltiazem,DM
DOID:10763,DB00590,hypertension,Doxazosin,DM
DOID:10763,DB00584,hypertension,Enalapril,DM
DOID:10763,DB00700,hypertension,Eplerenone,DM
DOID:10763,DB00876,hypertension,Eprosartan,DM
DOID:10763,DB00187,hypertension,Esmolol,DM
DOID:10763,DB00903,hypertension,Ethacrynic acid,DM
DOID:10763,DB01023,hypertension,Felodipine,DM
DOID:10763,DB00800,hypertension,Fenoldopam,DM
DOID:10763,DB00492,hypertension,Fosinopril,DM
DOID:10763,DB00695,hypertension,Furosemide,DM
DOID:10763,DB00629,hypertension,Guanabenz,DM
DOID:10763,DB00226,hypertension,Guanadrel,DM
DOID:10763,DB01170,hypertension,Guanethidine,DM
DOID:10763,DB01018,hypertension,Guanfacine,DM
DOID:10763,DB01275,hypertension,Hydralazine,DM
DOID:10763,DB00999,hypertension,Hydrochlorothiazide,DM
DOID:10763,DB00774,hypertension,Hydroflumethiazide,DM
DOID:10763,DB00808,hypertension,Indapamide,DM
DOID:10763,DB01029,hypertension,Irbesartan,DM
DOID:10763,DB00270,hypertension,Isradipine,DM
DOID:10763,DB00598,hypertension,Labetalol,DM
DOID:10763,DB00722,hypertension,Lisinopril,DM
DOID:10763,DB00678,hypertension,Losartan,DM
DOID:10763,DB00657,hypertension,Mecamylamine,DM
DOID:10763,DB00968,hypertension,Methyldopa,DM
DOID:10763,DB00524,hypertension,Metolazone,DM
DOID:10763,DB00264,hypertension,Metoprolol,DM
DOID:10763,DB00350,hypertension,Minoxidil,DM
DOID:10763,DB00691,hypertension,Moexipril,DM
DOID:10763,DB01203,hypertension,Nadolol,DM
DOID:10763,DB04861,hypertension,Nebivolol,DM
DOID:10763,DB00622,hypertension,Nicardipine,DM
DOID:10763,DB01115,hypertension,Nifedipine,DM
DOID:10763,DB00401,hypertension,Nisoldipine,DM
DOID:10763,DB00275,hypertension,Olmesartan,DM
DOID:10763,DB01359,hypertension,Penbutolol,DM
DOID:10763,DB00790,hypertension,Perindopril,DM
DOID:10763,DB00960,hypertension,Pindolol,DM
DOID:10763,DB00457,hypertension,Prazosin,DM
DOID:10763,DB00571,hypertension,Propranolol,DM
DOID:10763,DB00881,hypertension,Quinapril,DM
DOID:10763,DB00178,hypertension,Ramipril,DM
DOID:10763,DB00206,hypertension,Reserpine,DM
DOID:10763,DB00421,hypertension,Spironolactone,DM
DOID:10763,DB00966,hypertension,Telmisartan,DM
DOID:10763,DB01162,hypertension,Terazosin,DM
DOID:10763,DB00373,hypertension,Timolol,DM
DOID:10763,DB00214,hypertension,Torasemide,DM
DOID:10763,DB00519,hypertension,Trandolapril,DM
DOID:10763,DB00384,hypertension,Triamterene,DM
DOID:10763,DB00177,hypertension,Valsartan,DM
DOID:10763,DB00661,hypertension,Verapamil,DM
DOID:10763,DB01119,hypertension,Diazoxide,SYM
DOID:10763,DB00692,hypertension,Phentolamine,SYM
DOID:10763,DB00945,hypertension,Acetylsalicylic acid,NOT
DOID:10763,DB00770,hypertension,Alprostadil,NOT
DOID:10763,DB01118,hypertension,Amiodarone,NOT
DOID:10763,DB00443,hypertension,Betamethasone,NOT
DOID:10763,DB00905,hypertension,Bimatoprost,NOT
DOID:10763,DB00559,hypertension,Bosentan,NOT
DOID:10763,DB00484,hypertension,Brimonidine,NOT
DOID:10763,DB01194,hypertension,Brinzolamide,NOT
DOID:10763,DB00521,hypertension,Carteolol,NOT
DOID:10763,DB00758,hypertension,Clopidogrel,NOT
DOID:10763,DB01189,hypertension,Desflurane,NOT
DOID:10763,DB01234,hypertension,Dexamethasone,NOT
DOID:10763,DB00449,hypertension,Dipivefrin,NOT
DOID:10763,DB00988,hypertension,Dopamine,NOT
DOID:10763,DB00869,hypertension,Dorzolamide,NOT
DOID:10763,DB01240,hypertension,Epoprostenol,NOT
DOID:10763,DB01088,hypertension,Iloprost,NOT
DOID:10763,DB00883,hypertension,Isosorbide Dinitrate,NOT
DOID:10763,DB00654,hypertension,Latanoprost,NOT
DOID:10763,DB01210,hypertension,Levobunolol,NOT
DOID:10763,DB00227,hypertension,Lovastatin,NOT
DOID:10763,DB00653,hypertension,Magnesium Sulfate,NOT
DOID:10763,DB00765,hypertension,Metyrosine,NOT
DOID:10763,DB00218,hypertension,Moxifloxacin,NOT
DOID:10763,DB00435,hypertension,Nitric Oxide,NOT
DOID:10763,DB00727,hypertension,Nitroglycerin,NOT
DOID:10763,DB00325,hypertension,Nitroprusside,NOT
DOID:10763,DB01083,hypertension,Orlistat,NOT
DOID:10763,DB01174,hypertension,Phenobarbital,NOT
DOID:10763,DB01085,hypertension,Pilocarpine,NOT
DOID:10763,DB00761,hypertension,Potassium Chloride,NOT
DOID:10763,DB01346,hypertension,Quinidine barbiturate,NOT
DOID:10763,DB01001,hypertension,Salbutamol,NOT
DOID:10763,DB00203,hypertension,Sildenafil,NOT
DOID:10763,DB00641,hypertension,Simvastatin,NOT
DOID:10763,DB00364,hypertension,Sucralfate,NOT
DOID:10763,DB00820,hypertension,Tadalafil,NOT
DOID:10763,DB00797,hypertension,Tolazoline,NOT
DOID:10763,DB00287,hypertension,Travoprost,NOT
DOID:10763,DB00374,hypertension,Treprostinil,NOT
DOID:10763,DB05389,hypertension,WF10,NOT
DOID:1459,DB00509,hypothyroidism,Dextrothyroxine,DM
DOID:1459,DB00451,hypothyroidism,Levothyroxine,DM
DOID:1459,DB00279,hypothyroidism,Liothyronine,DM
DOID:1459,DB01583,hypothyroidism,Liotrix,DM
DOID:0050156,DB00860,idiopathic pulmonary fibrosis,Prednisolone,SYM
DOID:263,DB01101,kidney cancer,Capecitabine,DM
DOID:263,DB00970,kidney cancer,Dactinomycin,DM
DOID:263,DB00997,kidney cancer,Doxorubicin,DM
DOID:263,DB00530,kidney cancer,Erlotinib,DM
DOID:263,DB01590,kidney cancer,Everolimus,DM
DOID:263,DB00441,kidney cancer,Gemcitabine,DM
DOID:263,DB01229,kidney cancer,Paclitaxel,DM
DOID:263,DB06589,kidney cancer,Pazopanib,DM
DOID:263,DB00398,kidney cancer,Sorafenib,DM
DOID:263,DB01268,kidney cancer,Sunitinib,DM
DOID:263,DB06287,kidney cancer,Temsirolimus,DM
DOID:263,DB00570,kidney cancer,Vinblastine,DM
DOID:263,DB00541,kidney cancer,Vincristine,DM
DOID:263,DB00443,kidney cancer,Betamethasone,SYM
DOID:263,DB00482,kidney cancer,Celecoxib,SYM
DOID:263,DB01234,kidney cancer,Dexamethasone,SYM
DOID:263,DB00736,kidney cancer,Esomeprazole,SYM
DOID:263,DB00741,kidney cancer,Hydrocortisone,SYM
DOID:263,DB00338,kidney cancer,Omeprazole,SYM
DOID:263,DB00758,kidney cancer,Clopidogrel,NOT
DOID:263,DB00996,kidney cancer,Gabapentin,NOT
DOID:263,DB01005,kidney cancer,Hydroxyurea,NOT
DOID:263,DB00722,kidney cancer,Lisinopril,NOT
DOID:263,DB01206,kidney cancer,Lomustine,NOT
DOID:263,DB00603,kidney cancer,Medroxyprogesterone Acetate,NOT
DOID:263,DB01065,kidney cancer,Melatonin,NOT
DOID:263,DB00331,kidney cancer,Metformin,NOT
DOID:263,DB00399,kidney cancer,Zoledronate,NOT
DOID:1024,DB00250,leprosy,Dapsone,DM
DOID:1024,DB01045,leprosy,Rifampicin,DM
DOID:1024,DB01041,leprosy,Thalidomide,DM
DOID:3571,DB00997,liver cancer,Doxorubicin,DM
DOID:3571,DB00445,liver cancer,Epirubicin,DM
DOID:3571,DB00398,liver cancer,Sorafenib,DM
DOID:3571,DB00331,liver cancer,Metformin,NOT
DOID:1324,DB00515,lung cancer,Cisplatin,DM
DOID:1324,DB08865,lung cancer,Crizotinib,DM
DOID:1324,DB01248,lung cancer,Docetaxel,DM
DOID:1324,DB00997,lung cancer,Doxorubicin,DM
DOID:1324,DB00530,lung cancer,Erlotinib,DM
DOID:1324,DB00773,lung cancer,Etoposide,DM
DOID:1324,DB00317,lung cancer,Gefitinib,DM
DOID:1324,DB00441,lung cancer,Gemcitabine,DM
DOID:1324,DB00762,lung cancer,Irinotecan,DM
DOID:1324,DB00563,lung cancer,Methotrexate,DM
DOID:1324,DB01229,lung cancer,Paclitaxel,DM
DOID:1324,DB00642,lung cancer,Pemetrexed,DM
DOID:1324,DB00444,lung cancer,Teniposide,DM
DOID:1324,DB01030,lung cancer,Topotecan,DM
DOID:1324,DB00570,lung cancer,Vinblastine,DM
DOID:1324,DB00361,lung cancer,Vinorelbine,DM
DOID:1324,DB00813,lung cancer,Fentanyl,SYM
DOID:1324,DB00158,lung cancer,Folic Acid,NOT
DOID:1324,DB01005,lung cancer,Hydroxyurea,NOT
DOID:1324,DB01168,lung cancer,Procarbazine,NOT
DOID:0060073,DB00290,lymphatic system cancer,Bleomycin,DM
DOID:0060073,DB00262,lymphatic system cancer,Carmustine,DM
DOID:0060073,DB00987,lymphatic system cancer,Cytarabine,DM
DOID:0060073,DB01073,lymphatic system cancer,Fludarabine,DM
DOID:0060073,DB00888,lymphatic system cancer,Mechlorethamine,DM
DOID:0060073,DB00563,lymphatic system cancer,Methotrexate,DM
DOID:0060073,DB01204,lymphatic system cancer,Mitoxantrone,DM
DOID:0060073,DB00444,lymphatic system cancer,Teniposide,DM
DOID:0060073,DB00541,lymphatic system cancer,Vincristine,DM
DOID:12365,DB06697,malaria,Artemether,DM
DOID:12365,DB01190,malaria,Clindamycin,DM
DOID:12365,DB00250,malaria,Dapsone,DM
DOID:12365,DB00254,malaria,Doxycycline,DM
DOID:12365,DB00806,malaria,Pentoxifylline,DM
DOID:12365,DB01131,malaria,Proguanil,DM
DOID:12365,DB00205,malaria,Pyrimethamine,DM
DOID:12365,DB00908,malaria,Quinidine,DM
DOID:12365,DB01346,malaria,Quinidine barbiturate,DM
DOID:12365,DB00468,malaria,Quinine,DM
DOID:12365,DB00359,malaria,Sulfadiazine,DM
DOID:3070,DB00262,malignant glioma,Carmustine,DM
DOID:3070,DB00853,malignant glioma,Temozolomide,DM
DOID:1909,DB00290,melanoma,Bleomycin,DM
DOID:1909,DB00262,melanoma,Carmustine,DM
DOID:1909,DB00851,melanoma,Dacarbazine,DM
DOID:1909,DB00970,melanoma,Dactinomycin,DM
DOID:1909,DB01248,melanoma,Docetaxel,DM
DOID:1909,DB00853,melanoma,Temozolomide,DM
DOID:1909,DB08881,melanoma,Vemurafenib,DM
DOID:1909,DB01005,melanoma,Hydroxyurea,NOT
DOID:1909,DB01206,melanoma,Lomustine,NOT
DOID:1909,DB01042,melanoma,Melphalan,NOT
DOID:1909,DB01168,melanoma,Procarbazine,NOT
DOID:3565,DB00987,meningioma,Cytarabine,NOT
DOID:3565,DB00834,meningioma,Mifepristone,NOT
DOID:14221,DB00331,metabolic syndrome X,Metformin,DM
DOID:14221,DB00153,metabolic syndrome X,Ergocalciferol,NOT
DOID:6364,DB00321,migraine,Amitriptyline,DM
DOID:6364,DB00996,migraine,Gabapentin,DM
DOID:6364,DB00571,migraine,Propranolol,DM
DOID:6364,DB00373,migraine,Timolol,DM
DOID:6364,DB00273,migraine,Topiramate,DM
DOID:6364,DB00313,migraine,Valproic Acid,DM
DOID:6364,DB00661,migraine,Verapamil,DM
DOID:6364,DB00316,migraine,Acetaminophen,SYM
DOID:6364,DB00945,migraine,Acetylsalicylic acid,SYM
DOID:6364,DB00918,migraine,Almotriptan,SYM
DOID:6364,DB01435,migraine,Antipyrine,SYM
DOID:6364,DB00241,migraine,Butalbital,SYM
DOID:6364,DB00201,migraine,Caffeine,SYM
DOID:6364,DB00924,migraine,Cyclobenzaprine,SYM
DOID:6364,DB00434,migraine,Cyproheptadine,SYM
DOID:6364,DB00586,migraine,Diclofenac,SYM
DOID:6364,DB00320,migraine,Dihydroergotamine,SYM
DOID:6364,DB00216,migraine,Eletriptan,SYM
DOID:6364,DB00696,migraine,Ergotamine,SYM
DOID:6364,DB00998,migraine,Frovatriptan,SYM
DOID:6364,DB00328,migraine,Indomethacin,SYM
DOID:6364,DB00353,migraine,Methylergometrine,SYM
DOID:6364,DB01233,migraine,Metoclopramide,SYM
DOID:6364,DB00788,migraine,Naproxen,SYM
DOID:6364,DB00952,migraine,Naratriptan,SYM
DOID:6364,DB01173,migraine,Orphenadrine,SYM
DOID:6364,DB00635,migraine,Prednisone,SYM
DOID:6364,DB00953,migraine,Rizatriptan,SYM
DOID:6364,DB00669,migraine,Sumatriptan,SYM
DOID:6364,DB00697,migraine,Tizanidine,SYM
DOID:6364,DB00315,migraine,Zolmitriptan,SYM
DOID:2377,DB00993,multiple sclerosis,Azathioprine,DM
DOID:2377,DB00443,multiple sclerosis,Betamethasone,DM
DOID:2377,DB00242,multiple sclerosis,Cladribine,DM
DOID:2377,DB01234,multiple sclerosis,Dexamethasone,DM
DOID:2377,DB08868,multiple sclerosis,Fingolimod,DM
DOID:2377,DB00563,multiple sclerosis,Methotrexate,DM
DOID:2377,DB00959,multiple sclerosis,Methylprednisolone,DM
DOID:2377,DB01204,multiple sclerosis,Mitoxantrone,DM
DOID:2377,DB00860,multiple sclerosis,Prednisolone,DM
DOID:2377,DB00635,multiple sclerosis,Prednisone,DM
DOID:2377,DB00620,multiple sclerosis,Triamcinolone,DM
DOID:2377,DB00915,multiple sclerosis,Amantadine,SYM
DOID:2377,DB00321,multiple sclerosis,Amitriptyline,SYM
DOID:2377,DB00181,multiple sclerosis,Baclofen,SYM
DOID:2377,DB00564,multiple sclerosis,Carbamazepine,SYM
DOID:2377,DB01068,multiple sclerosis,Clonazepam,SYM
DOID:2377,DB06637,multiple sclerosis,Dalfampridine,SYM
DOID:2377,DB01219,multiple sclerosis,Dantrolene,SYM
DOID:2377,DB00514,multiple sclerosis,Dextromethorphan,SYM
DOID:2377,DB00829,multiple sclerosis,Diazepam,SYM
DOID:2377,DB00402,multiple sclerosis,Eszopiclone,SYM
DOID:2377,DB00996,multiple sclerosis,Gabapentin,SYM
DOID:2377,DB00745,multiple sclerosis,Modafinil,SYM
DOID:2377,DB00540,multiple sclerosis,Nortriptyline,SYM
DOID:2377,DB00776,multiple sclerosis,Oxcarbazepine,SYM
DOID:2377,DB00230,multiple sclerosis,Pregabalin,SYM
DOID:2377,DB01589,multiple sclerosis,Quazepam,SYM
DOID:2377,DB00203,multiple sclerosis,Sildenafil,SYM
DOID:2377,DB01591,multiple sclerosis,Solifenacin,SYM
DOID:2377,DB00697,multiple sclerosis,Tizanidine,SYM
DOID:2377,DB01036,multiple sclerosis,Tolterodine,SYM
DOID:2377,DB00425,multiple sclerosis,Zolpidem,SYM
DOID:2377,DB01198,multiple sclerosis,Zopiclone,SYM
DOID:2377,DB00252,multiple sclerosis,Phenytoin,NOT
DOID:2377,DB00953,multiple sclerosis,Rizatriptan,NOT
DOID:2377,DB00268,multiple sclerosis,Ropinirole,NOT
DOID:4045,DB00851,muscle cancer,Dacarbazine,DM
DOID:4045,DB00970,muscle cancer,Dactinomycin,DM
DOID:4045,DB00997,muscle cancer,Doxorubicin,DM
DOID:4045,DB00773,muscle cancer,Etoposide,DM
DOID:4045,DB00563,muscle cancer,Methotrexate,DM
DOID:4045,DB00541,muscle cancer,Vincristine,DM
DOID:4045,DB01042,muscle cancer,Melphalan,NOT
DOID:8986,DB00182,narcolepsy,Amphetamine,SYM
DOID:8986,DB01576,narcolepsy,Dextroamphetamine,SYM
DOID:8986,DB01440,narcolepsy,Gamma Hydroxybutyric Acid,SYM
DOID:8986,DB01577,narcolepsy,Methamphetamine,SYM
DOID:8986,DB00745,narcolepsy,Modafinil,SYM
DOID:585,DB00999,nephrolithiasis,Hydrochlorothiazide,DM
DOID:0050742,DB01273,nicotine dependence,Varenicline,DM
DOID:0050742,DB00184,nicotine dependence,Nicotine,SYM
DOID:9970,DB00865,obesity,Benzphetamine,DM
DOID:9970,DB01156,obesity,Bupropion,DM
DOID:9970,DB00501,obesity,Cimetidine,DM
