source,drugbank_name,target,side_effect_name
DB00215,Citalopram,C0036454,Scotoma
DB00215,Citalopram,C0018621,Seasonal allergy
DB00215,Citalopram,C0522178,Self-injurious ideation
DB00215,Citalopram,C0549264,Sensation of blood flow
DB00215,Citalopram,C0581912,Sensation of heaviness
DB00215,Citalopram,C0152027,Sensory disturbance
DB00215,Citalopram,C0243026,Sepsis
DB00215,Citalopram,C0699828,Serotonin syndrome
DB00215,Citalopram,C0549622,Sexual dysfunction
DB00215,Citalopram,C0036973,Shivering
DB00215,Citalopram,C0036974,Shock
DB00215,Citalopram,C0037011,Shoulder pain
DB00215,Citalopram,C0085610,Sinus bradycardia
DB00215,Citalopram,C0152029,Sinus congestion
DB00215,Citalopram,C0037195,Sinus headache
DB00215,Citalopram,C0039239,Sinus tachycardia
DB00215,Citalopram,C0037199,Sinusitis
DB00215,Citalopram,C0151907,Skin discolouration
DB00215,Citalopram,C0037274,Skin disorder
DB00215,Citalopram,C0037278,Skin infection
DB00215,Citalopram,C0152030,Skin irritation
DB00215,Citalopram,C0558401,Skin laceration
DB00215,Citalopram,C0281981,Skin mass
DB00215,Citalopram,C0037287,Skin nodule
DB00215,Citalopram,C0234930,Skin odour abnormal
DB00215,Citalopram,C0347390,Skin papilloma
DB00215,Citalopram,C0235218,Skin warm
DB00215,Citalopram,C0037315,Sleep apnoea syndrome
DB00215,Citalopram,C0851578,Sleep disorder
DB00215,Citalopram,C0542313,Sleep talking
DB00215,Citalopram,C0920289,Sluggishness
DB00215,Citalopram,C0037384,Snoring
DB00215,Citalopram,C2830004,Somnolence
DB00215,Citalopram,C0037822,Speech disorder
DB00215,Citalopram,C0004161,Sports injury
DB00215,Citalopram,C0235567,Sputum increased
DB00215,Citalopram,C0038160,Staphylococcal infection
DB00215,Citalopram,C0038325,Stevens-Johnson syndrome
DB00215,Citalopram,C0038362,Stomatitis
DB00215,Citalopram,C0038395,Streptococcal infection
DB00215,Citalopram,C0558919,Stress at work
DB00215,Citalopram,C0085628,Stupor
DB00215,Citalopram,C0011071,Sudden death
DB00215,Citalopram,C0424000,Suicidal ideation
DB00215,Citalopram,C0235196,Suicidal tendency
DB00215,Citalopram,C0038661,Suicide
DB00215,Citalopram,C0038663,Suicide attempt
DB00215,Citalopram,C0038814,Sunburn
DB00215,Citalopram,C0033036,Supraventricular extrasystoles
DB00215,Citalopram,C0543467,Surgery
DB00215,Citalopram,C0549433,Surgical intervention
DB00215,Citalopram,C0038990,Sweating
DB00215,Citalopram,C0553721,Sweating decreased
DB00215,Citalopram,C0700590,Sweating increased
DB00215,Citalopram,C0039070,Syncope
DB00215,Citalopram,C0042420,Syncope vasovagal
DB00215,Citalopram,C0039231,Tachycardia
DB00215,Citalopram,C0686347,Tardive dyskinesia
DB00215,Citalopram,C0240327,Taste metallic
DB00215,Citalopram,C0151936,Tendon disorder
DB00215,Citalopram,C0039503,Tendonitis
DB00215,Citalopram,C0039520,Tenosynovitis
DB00215,Citalopram,C0233494,Tension
DB00215,Citalopram,C0033893,Tension headache
DB00215,Citalopram,C0541798,Terminal insomnia
DB00215,Citalopram,C0039584,Testicular disorder
DB00215,Citalopram,C0039591,Testicular pain
DB00215,Citalopram,C0039621,Tetany
DB00215,Citalopram,C0701836,Thermal burn
DB00215,Citalopram,C0233632,Thinking abnormal
DB00215,Citalopram,C0039971,Thirst
DB00215,Citalopram,C0700184,Throat irritation
DB00215,Citalopram,C0236071,Throat tightness
DB00215,Citalopram,C0040034,Thrombocytopenia
DB00215,Citalopram,C0040053,Thrombosis
DB00215,Citalopram,C0040147,Thyroiditis
DB00215,Citalopram,C0040264,Tinnitus
DB00215,Citalopram,C0236051,Tolerance development
DB00215,Citalopram,C0151596,Tongue discolouration
DB00215,Citalopram,C0040409,Tongue disorder
DB00215,Citalopram,C0494475,Tonic-clonic seizures
DB00215,Citalopram,C0040425,Tonsillitis
DB00215,Citalopram,C0518988,Tooth abscess
DB00215,Citalopram,C0040435,Tooth disorder
DB00215,Citalopram,C0040436,Tooth erosion
DB00215,Citalopram,C0877046,Tooth infection
DB00215,Citalopram,C0242891,Tooth injury
DB00215,Citalopram,C0040460,Toothache
DB00215,Citalopram,C0040479,Torsade de pointes
DB00215,Citalopram,C0040485,Torticollis
DB00215,Citalopram,C0014518,Toxic epidermal necrolysis
DB00215,Citalopram,C0040580,Tracheal disorder
DB00215,Citalopram,C0040584,Tracheitis
DB00215,Citalopram,C0040586,Tracheobronchitis
DB00215,Citalopram,C0007787,Transient ischaemic attack
DB00215,Citalopram,C0043251,Trauma
DB00215,Citalopram,C0549453,Traumatic haematoma
DB00215,Citalopram,C0040822,Tremor
DB00215,Citalopram,C0041105,Trismus
DB00215,Citalopram,C0041296,Tuberculosis
DB00215,Citalopram,C0206504,Tympanic membrane perforation
DB00215,Citalopram,C0038367,Ulcerative stomatitis
DB00215,Citalopram,C0041601,Ulna fracture
DB00215,Citalopram,C0041747,Unintended pregnancy
DB00215,Citalopram,C1145628,Unspecified disorder of autonomic nervous system
DB00215,Citalopram,C0178298,Unspecified disorder of skin and subcutaneous tissue
DB00215,Citalopram,C0041912,Upper respiratory tract infection
DB00215,Citalopram,C2938875,Upper-airway cough syndrome
DB00215,Citalopram,C0235309,Upset stomach
DB00215,Citalopram,C0041969,Urethral disorder
DB00215,Citalopram,C0152032,Urinary hesitation
DB00215,Citalopram,C0042024,Urinary incontinence
DB00215,Citalopram,C0080274,Urinary retention
DB00215,Citalopram,C0042075,Urinary tract disorder
DB00215,Citalopram,C0042029,Urinary tract infection
DB00215,Citalopram,C0235639,Urine abnormality
DB00215,Citalopram,C0438142,Urine analysis abnormal
DB00215,Citalopram,C1167965,Urine output increased
DB00215,Citalopram,C0042109,Urticaria
DB00215,Citalopram,C0042133,Uterine leiomyoma
DB00215,Citalopram,C0151998,Uterine spasm
DB00215,Citalopram,C0919980,VIIth nerve paralysis
DB00215,Citalopram,C0227791,Vaginal discharge
DB00215,Citalopram,C0241633,Vaginal dryness
DB00215,Citalopram,C2979982,Vaginal haemorrhage
DB00215,Citalopram,C0404521,Vaginal infection
DB00215,Citalopram,C0042267,Vaginal inflammation
DB00215,Citalopram,C0006852,Vaginal moniliasis
DB00215,Citalopram,C0221392,Vaginitis atrophic
DB00215,Citalopram,C0008049,Varicella
DB00215,Citalopram,C0042345,Varicose vein
DB00215,Citalopram,C1368065,Vascular purpura
DB00215,Citalopram,C0595862,Vasodilatation
DB00215,Citalopram,C0235522,Vein disorder
DB00215,Citalopram,C1959622,Vein distended
DB00215,Citalopram,C0085612,Ventricular arrhythmia
DB00215,Citalopram,C0042514,Ventricular tachycardia
DB00215,Citalopram,C0042571,Vertigo
DB00215,Citalopram,C0042769,Viral infection
DB00215,Citalopram,C0339916,Viral upper respiratory tract infection
DB00215,Citalopram,C0344232,Vision blurred
DB00215,Citalopram,C0547030,Visual disturbance
DB00215,Citalopram,C3665347,Visual impairment
DB00215,Citalopram,C0042907,Vitreous detachment
DB00215,Citalopram,C0042963,Vomiting
DB00215,Citalopram,C0700345,Vulvovaginal candidiasis
DB00215,Citalopram,C0520589,Vulvovaginal dryness
DB00215,Citalopram,C1609512,Vulvovaginal mycotic infection
DB00215,Citalopram,C0043096,Weight decreased
DB00215,Citalopram,C0043094,Weight increased
DB00215,Citalopram,C0043144,Wheezing
DB00215,Citalopram,C0043145,Whiplash injury
DB00215,Citalopram,C0038587,Withdrawal syndrome
DB00215,Citalopram,C0043241,Wound infection
DB00215,Citalopram,C0043349,Xerophthalmia
DB00215,Citalopram,C0043387,Yawning
DB01068,Clonazepam,C0232487,Abdominal discomfort
DB01068,Clonazepam,C0000737,Abdominal pain
DB01068,Clonazepam,C0233514,Abnormal behaviour
DB01068,Clonazepam,C0234458,Abnormal dreams
DB01068,Clonazepam,C0497202,Abnormal eye movements NOS
DB01068,Clonazepam,C0233472,Affect lability
DB01068,Clonazepam,C2364111,Ageusia
DB01068,Clonazepam,C0001807,Aggression
DB01068,Clonazepam,C1457883,Aggressive reaction
DB01068,Clonazepam,C0085631,Agitation
DB01068,Clonazepam,C0001883,Airway obstruction NOS
DB01068,Clonazepam,C0085623,Akinesia
DB01068,Clonazepam,C0001969,Alcohol intoxication
DB01068,Clonazepam,C0392620,Alcohol poisoning
DB01068,Clonazepam,C0002170,Alopecia
DB01068,Clonazepam,C0002622,Amnesia
DB01068,Clonazepam,C0002871,Anaemia
DB01068,Clonazepam,C0002792,Anaphylactic shock
DB01068,Clonazepam,C0002957,Anger
DB01068,Clonazepam,C0002994,Angioedema
DB01068,Clonazepam,C0235439,Ankle edema
DB01068,Clonazepam,C0003123,Anorexia
DB01068,Clonazepam,C0233795,Anterograde amnesia
DB01068,Clonazepam,C0003467,Anxiety
DB01068,Clonazepam,C0085632,Apathy
DB01068,Clonazepam,C0003564,Aphonia
DB01068,Clonazepam,C0003621,Appetite disorder
DB01068,Clonazepam,C0003862,Arthralgia
DB01068,Clonazepam,C0004093,Asthenia
DB01068,Clonazepam,C0004096,Asthma
DB01068,Clonazepam,C0347950,Asthmatic attack
DB01068,Clonazepam,C0004134,Ataxia
DB01068,Clonazepam,C0004604,Back pain
DB01068,Clonazepam,C0232841,Bladder dysfunction
DB01068,Clonazepam,C0232849,Bladder pain
DB01068,Clonazepam,C0015967,Body temperature increased
DB01068,Clonazepam,C0270611,Brain injury
DB01068,Clonazepam,C0006145,Breast disorder
DB01068,Clonazepam,C0024902,Breast pain
DB01068,Clonazepam,C0006277,Bronchitis
DB01068,Clonazepam,C0151559,CNS depression NOS
DB01068,Clonazepam,C0006840,Candida infection
DB01068,Clonazepam,C0018790,Cardiac arrest
DB01068,Clonazepam,C0018799,Cardiac disorder
DB01068,Clonazepam,C0018801,Cardiac failure
DB01068,Clonazepam,C0007222,Cardiovascular disorder
DB01068,Clonazepam,C0007642,Cellulitis
DB01068,Clonazepam,C0007760,Cerebellar syndrome
DB01068,Clonazepam,C0235198,Cerebration impaired
DB01068,Clonazepam,C0008031,Chest pain
DB01068,Clonazepam,C0085593,Chills
DB01068,Clonazepam,C0008489,Chorea
DB01068,Clonazepam,C0541832,Chromaturia
DB01068,Clonazepam,C0005779,Coagulopathy
DB01068,Clonazepam,C0009421,Coma
DB01068,Clonazepam,C0852733,Completed suicide
DB01068,Clonazepam,C0009676,Confusional state
DB01068,Clonazepam,C0009782,Connective tissue disorder
DB01068,Clonazepam,C0009806,Constipation
DB01068,Clonazepam,C0009946,Conversion disorder
DB01068,Clonazepam,C0520966,Coordination abnormal
DB01068,Clonazepam,C0010200,Cough
DB01068,Clonazepam,C0026821,Cramp muscle
DB01068,Clonazepam,C0023218,Cramps of lower extremities
DB01068,Clonazepam,C0010692,Cystitis
DB01068,Clonazepam,C0403632,Cystitis noninfective
DB01068,Clonazepam,C0232462,Decreased appetite
DB01068,Clonazepam,C0011175,Dehydration
DB01068,Clonazepam,C0011253,Delusion
DB01068,Clonazepam,C0439857,Dependence
DB01068,Clonazepam,C0278080,Dependence physiological
DB01068,Clonazepam,C0549249,Depressed level of consciousness
DB01068,Clonazepam,C0011570,Depression
DB01068,Clonazepam,C0086132,Depressive symptom
DB01068,Clonazepam,C0011603,Dermatitis
DB01068,Clonazepam,C0011616,Dermatitis contact
DB01068,Clonazepam,C0011991,Diarrhoea
DB01068,Clonazepam,C0012569,Diplopia
DB01068,Clonazepam,C0234215,Discomfort
DB01068,Clonazepam,C0424296,Disinhibition
DB01068,Clonazepam,C0042790,Disorder sight
DB01068,Clonazepam,C0233407,Disorientation
DB01068,Clonazepam,C0233414,Disturbance in attention
DB01068,Clonazepam,C0855242,Disturbance in sexual arousal
DB01068,Clonazepam,C0012833,Dizziness
DB01068,Clonazepam,C0235966,Dreaming excessive
DB01068,Clonazepam,C0013144,Drowsiness
DB01068,Clonazepam,C0013146,Drug abuse
DB01068,Clonazepam,C0043352,Dry mouth
DB01068,Clonazepam,C0013362,Dysarthria
DB01068,Clonazepam,C0234979,Dysdiadochokinesis
DB01068,Clonazepam,C0013390,Dysmenorrhoea
DB01068,Clonazepam,C0013395,Dyspepsia
DB01068,Clonazepam,C0011168,Dysphagia
DB01068,Clonazepam,C1527344,Dysphonia
DB01068,Clonazepam,C0233477,Dysphoria
DB01068,Clonazepam,C0013404,Dyspnoea
DB01068,Clonazepam,C0013428,Dysuria
DB01068,Clonazepam,C0699744,Ear infection
DB01068,Clonazepam,C0013456,Ear pain
DB01068,Clonazepam,C0235213,Ejaculation decreased
DB01068,Clonazepam,C0234047,Ejaculation delayed
DB01068,Clonazepam,C0278106,Ejaculation failure
DB01068,Clonazepam,C0014130,Endocrine disorder
DB01068,Clonazepam,C0014394,Enuresis
DB01068,Clonazepam,C0014457,Eosinophilia
DB01068,Clonazepam,C0014591,Epistaxis
DB01068,Clonazepam,C0242350,Erectile dysfunction
DB01068,Clonazepam,C0235146,Euphoric mood
DB01068,Clonazepam,C0235169,Excitability
DB01068,Clonazepam,C0233571,Excitement
DB01068,Clonazepam,C0015397,Eye disorder
DB01068,Clonazepam,C0235266,Eye irritation
DB01068,Clonazepam,C0028850,Eye movement disorder
DB01068,Clonazepam,C0542571,Face oedema
DB01068,Clonazepam,C0015672,Fatigue
DB01068,Clonazepam,C1443060,Feeling abnormal
DB01068,Clonazepam,C0549209,Feeling jittery
DB01068,Clonazepam,C0233471,Flat affect
DB01068,Clonazepam,C0016204,Flatulence
DB01068,Clonazepam,C0016382,Flushing
DB01068,Clonazepam,C0542476,Forgetfulness
DB01068,Clonazepam,C0016658,Fracture
DB01068,Clonazepam,C0026946,Fungal infection
DB01068,Clonazepam,C0575081,Gait disturbance
DB01068,Clonazepam,C0017152,Gastritis
DB01068,Clonazepam,C0017178,Gastrointestinal disorder
DB01068,Clonazepam,C1535950,Gastrointestinal inflammation
DB01068,Clonazepam,C0687713,Gastrointestinal pain
DB01068,Clonazepam,C0239739,Gingival pain
DB01068,Clonazepam,C0018099,Gout
DB01068,Clonazepam,C0018418,Gynaecomastia
DB01068,Clonazepam,C0518015,Haemoglobin
DB01068,Clonazepam,C0019080,Haemorrhage
DB01068,Clonazepam,C0235620,Haemorrhage urinary tract
DB01068,Clonazepam,C0019112,Haemorrhoids
DB01068,Clonazepam,C0018524,Hallucination
DB01068,Clonazepam,C0018681,Headache
DB01068,Clonazepam,C0856864,Headache fullness
DB01068,Clonazepam,C0018834,Heartburn
DB01068,Clonazepam,C0018989,Hemiparesis
DB01068,Clonazepam,C0019209,Hepatomegaly
DB01068,Clonazepam,C0019348,Herpes simplex
DB01068,Clonazepam,C0019572,Hirsutism
DB01068,Clonazepam,C0019825,Hoarseness
DB01068,Clonazepam,C0019917,Hordeolum
DB01068,Clonazepam,C0020039,Hostility
DB01068,Clonazepam,C0235119,Hunger abnormal
DB01068,Clonazepam,C0424295,Hyperkinesia
DB01068,Clonazepam,C0020505,Hyperphagia
DB01068,Clonazepam,C0020517,Hypersensitivity
DB01068,Clonazepam,C0026826,Hypertonia
DB01068,Clonazepam,C0020580,Hypoaesthesia
DB01068,Clonazepam,C0020649,Hypotension
DB01068,Clonazepam,C0026827,Hypotonia
DB01068,Clonazepam,C0020701,Hysteria
DB01068,Clonazepam,C2047937,Ill-defined disorder
DB01068,Clonazepam,C0020903,Illusion
DB01068,Clonazepam,C0021053,Immune system disorder
DB01068,Clonazepam,C0854210,Incomplete precocious puberty
DB01068,Clonazepam,C0021167,Incontinence
DB01068,Clonazepam,C0232461,Increased appetite
DB01068,Clonazepam,C0009450,Infection
DB01068,Clonazepam,C0021345,Infectious mononucleosis
DB01068,Clonazepam,C0021368,Inflammation
DB01068,Clonazepam,C0522570,Inflammation localised
DB01068,Clonazepam,C0021400,Influenza
DB01068,Clonazepam,C0917801,Insomnia
DB01068,Clonazepam,C0022107,Irritability
DB01068,Clonazepam,C0152031,Joint swelling
DB01068,Clonazepam,C0231749,Knee pain
DB01068,Clonazepam,C0086525,Lassitude
DB01068,Clonazepam,C0023380,Lethargy
DB01068,Clonazepam,C0023530,Leukopenia
DB01068,Clonazepam,C0011124,Libido decreased
DB01068,Clonazepam,C0021177,Libido increased
DB01068,Clonazepam,C0435002,Ligament sprain
DB01068,Clonazepam,C0220870,Lightheadedness
DB01068,Clonazepam,C0151766,Liver function test abnormal
DB01068,Clonazepam,C2981158,Loss of libido
DB01068,Clonazepam,C0024031,Low back pain
DB01068,Clonazepam,C0497156,Lymphadenopathy
DB01068,Clonazepam,C0231218,Malaise
DB01068,Clonazepam,C0162429,Malnutrition
DB01068,Clonazepam,C0233794,Memory impairment
DB01068,Clonazepam,C0025323,Menorrhagia
DB01068,Clonazepam,C0156404,Menstruation irregular
DB01068,Clonazepam,C1306341,Mental disability
DB01068,Clonazepam,C0004936,Mental disorder
DB01068,Clonazepam,C0149931,Migraine
DB01068,Clonazepam,C0085633,Mood swings
DB01068,Clonazepam,C0026603,Motion sickness
DB01068,Clonazepam,C0016655,Multiple fractures
DB01068,Clonazepam,C1142135,Muscle relaxant therapy
DB01068,Clonazepam,C0037763,Muscle spasms
DB01068,Clonazepam,C0231530,Muscle twitching
DB01068,Clonazepam,C0151786,Muscular weakness
DB01068,Clonazepam,C0948594,Musculoskeletal discomfort
DB01068,Clonazepam,C0231528,Myalgia
DB01068,Clonazepam,C0027441,Nasopharyngitis
DB01068,Clonazepam,C0027497,Nausea
DB01068,Clonazepam,C0027765,Nervous system disorder
DB01068,Clonazepam,C0027769,Nervousness
DB01068,Clonazepam,C0031117,Neuropathy peripheral
DB01068,Clonazepam,C0028084,Nightmare
DB01068,Clonazepam,C0028734,Nocturia
DB01068,Clonazepam,C0028738,Nystagmus
DB01068,Clonazepam,C0600260,Obstructive airways disorder
DB01068,Clonazepam,C0013604,Oedema
DB01068,Clonazepam,C0085649,Oedema peripheral
DB01068,Clonazepam,C0020651,Orthostatic hypotension
DB01068,Clonazepam,C0029408,Osteoarthritis
DB01068,Clonazepam,C0029877,Otitis
DB01068,Clonazepam,C0030193,Pain
DB01068,Clonazepam,C0236000,Pain in jaw
DB01068,Clonazepam,C0238656,Painful ankle
DB01068,Clonazepam,C0030252,Palpitations
DB01068,Clonazepam,C0030318,Panic reaction
DB01068,Clonazepam,C0030552,Paresis
DB01068,Clonazepam,C0151205,Periorbital oedema
DB01068,Clonazepam,C0236024,Pharyngeal oedema
DB01068,Clonazepam,C0031350,Pharyngitis
DB01068,Clonazepam,C0549567,Pigmentation disorder
DB01068,Clonazepam,C0392386,Platelet count decreased
DB01068,Clonazepam,C0032231,Pleurisy
DB01068,Clonazepam,C0032285,Pneumonia
DB01068,Clonazepam,C0042023,Pollakiuria
DB01068,Clonazepam,C0032617,Polyuria
DB01068,Clonazepam,C0425945,Prolonged menses
DB01068,Clonazepam,C0033774,Pruritus
DB01068,Clonazepam,C0033975,Psychotic disorder
DB01068,Clonazepam,C0242073,Pulmonary congestion
DB01068,Clonazepam,C0855775,Pulmonary function test decreased
DB01068,Clonazepam,C0034634,Rage
DB01068,Clonazepam,C0015230,Rash
DB01068,Clonazepam,C0235063,Respiratory depression
DB01068,Clonazepam,C0948349,Respiratory tract congestion
DB01068,Clonazepam,C0035455,Rhinitis
DB01068,Clonazepam,C1260880,Rhinorrhoea
DB01068,Clonazepam,C0037036,Salivary hypersecretion
DB01068,Clonazepam,C0036454,Scotoma
DB01068,Clonazepam,C0036973,Shivering
DB01068,Clonazepam,C0037199,Sinusitis
DB01068,Clonazepam,C0241057,Skin burning sensation
DB01068,Clonazepam,C0151907,Skin discolouration
DB01068,Clonazepam,C0037274,Skin disorder
DB01068,Clonazepam,C0851578,Sleep disorder
DB01068,Clonazepam,C0037317,Sleep disturbance
DB01068,Clonazepam,C0234518,Slurred speech
DB01068,Clonazepam,C0037383,Sneezing
DB01068,Clonazepam,C0235564,Sneezing excessive
DB01068,Clonazepam,C2830004,Somnolence
DB01068,Clonazepam,C0038045,Sprain
DB01068,Clonazepam,C0038661,Suicide
DB01068,Clonazepam,C0038999,Swelling
DB01068,Clonazepam,C0240130,Swelling of knees
DB01068,Clonazepam,C0039231,Tachycardia
DB01068,Clonazepam,C0039503,Tendonitis
DB01068,Clonazepam,C0233494,Tension
DB01068,Clonazepam,C0039971,Thirst
DB01068,Clonazepam,C0040034,Thrombocytopenia
DB01068,Clonazepam,C0040046,Thrombophlebitis
DB01068,Clonazepam,C0235504,Thrombophlebitis of the leg
DB01068,Clonazepam,C0009144,Tongue coated
DB01068,Clonazepam,C0040409,Tongue disorder
DB01068,Clonazepam,C0151610,Tongue oedema
DB01068,Clonazepam,C0040435,Tooth disorder
DB01068,Clonazepam,C0040460,Toothache
DB01068,Clonazepam,C0040822,Tremor
DB01068,Clonazepam,C0178298,Unspecified disorder of skin and subcutaneous tissue
DB01068,Clonazepam,C0231686,Unsteady gait
DB01068,Clonazepam,C0041912,Upper respiratory tract infection
DB01068,Clonazepam,C0235309,Upset stomach
DB01068,Clonazepam,C0041969,Urethral disorder
DB01068,Clonazepam,C0042024,Urinary incontinence
DB01068,Clonazepam,C0080274,Urinary retention
DB01068,Clonazepam,C0042075,Urinary tract disorder
DB01068,Clonazepam,C0042029,Urinary tract infection
DB01068,Clonazepam,C0522153,Urine color abnormal
DB01068,Clonazepam,C1167965,Urine output increased
DB01068,Clonazepam,C0042109,Urticaria
DB01068,Clonazepam,C0404521,Vaginal infection
DB01068,Clonazepam,C0042267,Vaginal inflammation
DB01068,Clonazepam,C0042571,Vertigo
DB01068,Clonazepam,C0042769,Viral infection
DB01068,Clonazepam,C0344232,Vision blurred
DB01068,Clonazepam,C0547030,Visual disturbance
DB01068,Clonazepam,C3665347,Visual impairment
DB01068,Clonazepam,C0344320,Vivid dreams
DB01068,Clonazepam,C0042963,Vomiting
DB01068,Clonazepam,C0043096,Weight decreased
DB01068,Clonazepam,C0043094,Weight increased
DB01068,Clonazepam,C0043345,Xeroderma
DB01068,Clonazepam,C0043349,Xerophthalmia
DB01068,Clonazepam,C0043387,Yawning
DB00575,Clonidine,C0000737,Abdominal pain
DB00575,Clonidine,C0232492,Abdominal pain upper
DB00575,Clonidine,C0234458,Abnormal dreams
DB00575,Clonidine,C0855246,Abnormal sleep-related event
DB00575,Clonidine,C0152198,Accommodation disorder
DB00575,Clonidine,C0001807,Aggression
DB00575,Clonidine,C0085631,Agitation
DB00575,Clonidine,C0002170,Alopecia
DB00575,Clonidine,C0002994,Angioedema
DB00575,Clonidine,C0042373,Angiopathy
DB00575,Clonidine,C0003123,Anorexia
DB00575,Clonidine,C0003467,Anxiety
DB00575,Clonidine,C0877661,Application site burn
DB00575,Clonidine,C1142160,Application site discolouration
DB00575,Clonidine,C1696574,Application site erosion
DB00575,Clonidine,C0853700,Application site erythema
DB00575,Clonidine,C0521491,Application site pain
DB00575,Clonidine,C0877127,Application site papules
DB00575,Clonidine,C0521495,Application site rash
DB00575,Clonidine,C0003811,Arrhythmia
DB00575,Clonidine,C0003862,Arthralgia
DB00575,Clonidine,C0004093,Asthenia
DB00575,Clonidine,C0004096,Asthma
DB00575,Clonidine,C0004245,Atrioventricular block
DB00575,Clonidine,C0740399,Auditory and visual hallucinations
DB00575,Clonidine,C0948786,Blanching
DB00575,Clonidine,C0595877,Blood glucose increased
DB00575,Clonidine,C0015967,Body temperature increased
DB00575,Clonidine,C0079035,Bradyarrhythmia
DB00575,Clonidine,C0428977,Bradycardia
DB00575,Clonidine,C0554976,Bradyphrenia
DB00575,Clonidine,C0006145,Breast disorder
DB00575,Clonidine,C2225524,Breast enlargement
DB00575,Clonidine,C0018799,Cardiac disorder
DB00575,Clonidine,C0018802,Cardiac failure congestive
DB00575,Clonidine,C0860239,Catheter related infection
DB00575,Clonidine,C0038454,Cerebrovascular accident
DB00575,Clonidine,C0008031,Chest pain
DB00575,Clonidine,C0009377,Colonic pseudo-obstruction
DB00575,Clonidine,C0009676,Confusional state
DB00575,Clonidine,C0009806,Constipation
DB00575,Clonidine,C0239113,Coombs test positive
DB00575,Clonidine,C0010200,Cough
DB00575,Clonidine,C0026821,Cramp muscle
DB00575,Clonidine,C0023218,Cramps of lower extremities
DB00575,Clonidine,C0010399,Crying
DB00575,Clonidine,C0232462,Decreased appetite
DB00575,Clonidine,C0011206,Delirium
DB00575,Clonidine,C0424024,Delusional perception
DB00575,Clonidine,C0011334,Dental caries
DB00575,Clonidine,C0011570,Depression
DB00575,Clonidine,C0011603,Dermatitis
DB00575,Clonidine,C0011616,Dermatitis contact
DB00575,Clonidine,C1619702,Device related infection
DB00575,Clonidine,C0011991,Diarrhoea
DB00575,Clonidine,C0234215,Discomfort
DB00575,Clonidine,C0855242,Disturbance in sexual arousal
DB00575,Clonidine,C0012833,Dizziness
DB00575,Clonidine,C0013144,Drowsiness
DB00575,Clonidine,C0314719,Dry eye
DB00575,Clonidine,C0043352,Dry mouth
DB00575,Clonidine,C0235234,Dry throat
DB00575,Clonidine,C0013404,Dyspnoea
DB00575,Clonidine,C0013428,Dysuria
DB00575,Clonidine,C0013456,Ear pain
DB00575,Clonidine,C0151878,Electrocardiogram QT prolonged
DB00575,Clonidine,C0522055,Electrocardiogram abnormal
DB00575,Clonidine,C0233459,Emotional disorder
DB00575,Clonidine,C0014130,Endocrine disorder
DB00575,Clonidine,C0014394,Enuresis
DB00575,Clonidine,C0014591,Epistaxis
DB00575,Clonidine,C0242350,Erectile dysfunction
DB00575,Clonidine,C0041834,Erythema
DB00575,Clonidine,C0015256,Excoriation
DB00575,Clonidine,C0015397,Eye disorder
DB00575,Clonidine,C0015672,Fatigue
DB00575,Clonidine,C1443060,Feeling abnormal
DB00575,Clonidine,C0016579,Formication
DB00575,Clonidine,C0017178,Gastrointestinal disorder
DB00575,Clonidine,C0687713,Gastrointestinal pain
DB00575,Clonidine,C0857083,Generalized macular rash
DB00575,Clonidine,C0018418,Gynaecomastia
DB00575,Clonidine,C0018524,Hallucination
DB00575,Clonidine,C0855223,"Hallucinations, mixed"
DB00575,Clonidine,C0018681,Headache
DB00575,Clonidine,C0019158,Hepatitis
DB00575,Clonidine,C0020453,Hyperaesthesia
DB00575,Clonidine,C0020458,Hyperhidrosis
DB00575,Clonidine,C0020517,Hypersensitivity
DB00575,Clonidine,C0020580,Hypoaesthesia
DB00575,Clonidine,C0020649,Hypotension
DB00575,Clonidine,C3203358,Hypoventilation
DB00575,Clonidine,C0242184,Hypoxia
DB00575,Clonidine,C1258215,Ileus
DB00575,Clonidine,C2047937,Ill-defined disorder
DB00575,Clonidine,C0009450,Infection
DB00575,Clonidine,C0521839,Influenza like illness
DB00575,Clonidine,C0917801,Insomnia
DB00575,Clonidine,C0858797,Instillation site pain
DB00575,Clonidine,C0030200,Intractable pain
DB00575,Clonidine,C0022107,Irritability
DB00575,Clonidine,C0745499,Junctional bradycardia
DB00575,Clonidine,C0235857,Lacrimation decreased
DB00575,Clonidine,C0023380,Lethargy
DB00575,Clonidine,C0011124,Libido decreased
DB00575,Clonidine,C0151766,Liver function test abnormal
DB00575,Clonidine,C0235018,Localised numbness
DB00575,Clonidine,C0041657,Loss of consciousness
DB00575,Clonidine,C2981158,Loss of libido
DB00575,Clonidine,C0149725,Lower respiratory tract infection
DB00575,Clonidine,C0231218,Malaise
DB00575,Clonidine,C0024528,Malaise and fatigue
DB00575,Clonidine,C0025061,Mediastinal disorder
DB00575,Clonidine,C0025289,Meningitis
DB00575,Clonidine,C0004936,Mental disorder
DB00575,Clonidine,C0037763,Muscle spasms
DB00575,Clonidine,C0948594,Musculoskeletal discomfort
DB00575,Clonidine,C0027424,Nasal congestion
DB00575,Clonidine,C0231919,Nasal dryness
DB00575,Clonidine,C0027441,Nasopharyngitis
DB00575,Clonidine,C0027497,Nausea
DB00575,Clonidine,C0027765,Nervous system disorder
DB00575,Clonidine,C0027769,Nervousness
