compound_id,drug,disease_id,disease,metapath,treatment,path_count,DWPC
DB01033,Mercaptopurine,DOID:8778,Crohn's disease,CsCtD,1,143,0.022646406
DB01043,Memantine,DOID:5408,Paget's disease of bone,CsCtD,0,455,0.022625528
DB00701,Amprenavir,DOID:14330,Parkinson's disease,CsCtD,0,907,0.022621339
DB01100,Pimozide,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,555,0.022577294
DB00323,Tolcapone,DOID:5408,Paget's disease of bone,CsCtD,0,364,0.022565245
DB00550,Propylthiouracil,DOID:14330,Parkinson's disease,CsCtD,0,669,0.022563843
DB00282,Pamidronate,DOID:8778,Crohn's disease,CsCtD,0,440,0.022559854
DB00709,Lamivudine,DOID:8778,Crohn's disease,CsCtD,0,493,0.022553758
DB00734,Risperidone,DOID:5408,Paget's disease of bone,CsCtD,0,490,0.02251686
DB00625,Efavirenz,DOID:9206,Barrett's esophagus,CsCtD,0,248,0.022445536
DB00503,Ritonavir,DOID:5408,Paget's disease of bone,CsCtD,0,405,0.022267563
DB00495,Zidovudine,DOID:8778,Crohn's disease,CsCtD,0,453,0.022250039
DB00916,Metronidazole,DOID:5408,Paget's disease of bone,CsCtD,0,334,0.02219159
DB00763,Methimazole,DOID:12361,Graves' disease,CsCtD,1,70,0.022167674
DB00916,Metronidazole,DOID:9206,Barrett's esophagus,CsCtD,0,242,0.021999025
DB00425,Zolpidem,DOID:8778,Crohn's disease,CsCtD,0,598,0.02194482
DB00503,Ritonavir,DOID:9206,Barrett's esophagus,CsCtD,0,304,0.021934991
DB00745,Modafinil,DOID:5408,Paget's disease of bone,CsCtD,0,353,0.021826601
DB01583,Liotrix,DOID:8778,Crohn's disease,CsCtD,0,363,0.021823822
DB00763,Methimazole,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,297,0.021712603
DB00550,Propylthiouracil,DOID:12361,Graves' disease,CsCtD,1,72,0.021664342
DB00635,Prednisone,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,524,0.02165554
DB00425,Zolpidem,DOID:5408,Paget's disease of bone,CsCtD,0,391,0.021629028
DB00763,Methimazole,DOID:14330,Parkinson's disease,CsCtD,0,579,0.021568536
DB01037,Selegiline,DOID:9206,Barrett's esophagus,CsCtD,0,328,0.021338399
DB00745,Modafinil,DOID:8778,Crohn's disease,CsCtD,0,539,0.021296272
DB00745,Modafinil,DOID:9206,Barrett's esophagus,CsCtD,0,252,0.021264306
DB01224,Quetiapine,DOID:9206,Barrett's esophagus,CsCtD,0,338,0.021234112
DB00215,Citalopram,DOID:5408,Paget's disease of bone,CsCtD,0,518,0.021229654
DB01175,Escitalopram,DOID:5408,Paget's disease of bone,CsCtD,0,518,0.021229654
DB00495,Zidovudine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,521,0.021172065
DB01583,Liotrix,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,409,0.021073353
DB00575,Clonidine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,1,468,0.02106948
DB00323,Tolcapone,DOID:8778,Crohn's disease,CsCtD,0,552,0.020993135
DB00509,Dextrothyroxine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,427,0.020974968
DB00451,Levothyroxine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,427,0.020974968
DB00399,Zoledronate,DOID:9206,Barrett's esophagus,CsCtD,0,240,0.02094629
DB00575,Clonidine,DOID:8778,Crohn's disease,CsCtD,0,429,0.020944689
DB00248,Cabergoline,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,417,0.020928098
DB01068,Clonazepam,DOID:8778,Crohn's disease,CsCtD,0,543,0.020871322
DB00244,Mesalazine,DOID:12361,Graves' disease,CsCtD,0,221,0.020861734
DB00495,Zidovudine,DOID:12361,Graves' disease,CsCtD,0,186,0.020853283
DB01367,Rasagiline,DOID:5408,Paget's disease of bone,CsCtD,0,357,0.02076493
DB00224,Indinavir,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,530,0.020740638
DB05271,Rotigotine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,424,0.020585394
DB00425,Zolpidem,DOID:9206,Barrett's esophagus,CsCtD,0,290,0.020584057
DB00190,Carbidopa,DOID:5408,Paget's disease of bone,CsCtD,0,283,0.020535101
DB00884,Risedronate,DOID:9206,Barrett's esophagus,CsCtD,0,194,0.020495208
DB00494,Entacapone,DOID:5408,Paget's disease of bone,CsCtD,0,345,0.020492022
DB01186,Pergolide,DOID:9206,Barrett's esophagus,CsCtD,0,256,0.020441894
DB00158,Folic Acid,DOID:14330,Parkinson's disease,CsCtD,0,552,0.020430877
DB00843,Donepezil,DOID:5408,Paget's disease of bone,CsCtD,0,388,0.020418101
DB00787,Aciclovir,DOID:5408,Paget's disease of bone,CsCtD,0,302,0.020359353
DB00224,Indinavir,DOID:8778,Crohn's disease,CsCtD,0,460,0.020335749
DB00993,Azathioprine,DOID:5408,Paget's disease of bone,CsCtD,0,177,0.020335524
DB00494,Entacapone,DOID:9206,Barrett's esophagus,CsCtD,0,248,0.020301663
DB00635,Prednisone,DOID:5408,Paget's disease of bone,CsCtD,0,290,0.02025128
DB00747,Scopolamine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,300,0.020242043
DB00985,Dimenhydrinate,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,403,0.02019596
DB01075,Diphenhydramine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,403,0.02019596
DB00747,Scopolamine,DOID:8778,Crohn's disease,CsCtD,0,272,0.020177878
DB00747,Scopolamine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,442,0.020116307
DB01048,Abacavir,DOID:10652,Alzheimer's disease,CsCtD,0,783,0.019982439
DB00649,Stavudine,DOID:10652,Alzheimer's disease,CsCtD,0,806,0.019959478
DB01235,L-DOPA,DOID:5408,Paget's disease of bone,CsCtD,0,278,0.019867106
DB00916,Metronidazole,DOID:8778,Crohn's disease,CsCtD,1,419,0.019831959
DB00980,Ramelteon,DOID:14330,Parkinson's disease,CsCtD,1,418,0.019822229
DB00158,Folic Acid,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,247,0.019714971
DB00747,Scopolamine,DOID:10652,Alzheimer's disease,CsCtD,1,579,0.019629561
DB01048,Abacavir,DOID:5408,Paget's disease of bone,CsCtD,0,245,0.0195219
DB01224,Quetiapine,DOID:5408,Paget's disease of bone,CsCtD,0,425,0.019519323
DB00850,Perphenazine,DOID:8778,Crohn's disease,CsCtD,0,269,0.019487018
DB00649,Stavudine,DOID:8778,Crohn's disease,CsCtD,0,338,0.019379204
DB00674,Galantamine,DOID:5408,Paget's disease of bone,CsCtD,0,314,0.019272711
DB00282,Pamidronate,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,483,0.019243298
DB00787,Aciclovir,DOID:9206,Barrett's esophagus,CsCtD,0,202,0.019237144
DB01367,Rasagiline,DOID:9206,Barrett's esophagus,CsCtD,0,244,0.019102859
DB00376,Trihexyphenidyl,DOID:10652,Alzheimer's disease,CsCtD,0,319,0.019102178
DB00246,Ziprasidone,DOID:9206,Barrett's esophagus,CsCtD,0,274,0.01901012
DB00630,Alendronate,DOID:9206,Barrett's esophagus,CsCtD,0,110,0.018973504
DB00495,Zidovudine,DOID:9206,Barrett's esophagus,CsCtD,0,212,0.018892206
DB01133,Tiludronate,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,197,0.018840513
DB00884,Risedronate,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,452,0.018810931
DB01048,Abacavir,DOID:8778,Crohn's disease,CsCtD,0,351,0.01875361
DB00238,Nevirapine,DOID:5408,Paget's disease of bone,CsCtD,0,188,0.018750366
DB00323,Tolcapone,DOID:9206,Barrett's esophagus,CsCtD,0,250,0.018635998
DB00494,Entacapone,DOID:8778,Crohn's disease,CsCtD,0,513,0.018592934
DB00709,Lamivudine,DOID:5408,Paget's disease of bone,CsCtD,0,325,0.018583579
DB00550,Propylthiouracil,DOID:8778,Crohn's disease,CsCtD,0,160,0.018580137
DB01033,Mercaptopurine,DOID:14330,Parkinson's disease,CsCtD,0,606,0.018558913
DB00687,Fludrocortisone,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,285,0.018474503
DB00220,Nelfinavir,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,406,0.018398563
DB01048,Abacavir,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,379,0.018372272
DB00945,Acetylsalicylic acid,DOID:10652,Alzheimer's disease,CsCtD,0,508,0.018322105
DB01104,Sertraline,DOID:5408,Paget's disease of bone,CsCtD,0,395,0.018210731
DB01133,Tiludronate,DOID:14330,Parkinson's disease,CsCtD,0,407,0.01817029
DB00714,Apomorphine,DOID:10652,Alzheimer's disease,CsCtD,0,463,0.018116615
DB01068,Clonazepam,DOID:5408,Paget's disease of bone,CsCtD,0,345,0.018105232
DB00220,Nelfinavir,DOID:5408,Paget's disease of bone,CsCtD,0,244,0.018051317
DB00900,Didanosine,DOID:8778,Crohn's disease,CsCtD,0,233,0.018035859
DB00246,Ziprasidone,DOID:5408,Paget's disease of bone,CsCtD,0,370,0.017979047
DB00502,Haloperidol,DOID:8778,Crohn's disease,CsCtD,0,375,0.017898367
DB01068,Clonazepam,DOID:9206,Barrett's esophagus,CsCtD,0,250,0.017813627
DB00985,Dimenhydrinate,DOID:12361,Graves' disease,CsCtD,0,110,0.017727534
DB01075,Diphenhydramine,DOID:12361,Graves' disease,CsCtD,0,110,0.017727534
DB00915,Amantadine,DOID:8778,Crohn's disease,CsCtD,0,360,0.017705994
DB00509,Dextrothyroxine,DOID:10652,Alzheimer's disease,CsCtD,0,529,0.017691984
DB00451,Levothyroxine,DOID:10652,Alzheimer's disease,CsCtD,0,529,0.017691984
DB00575,Clonidine,DOID:5408,Paget's disease of bone,CsCtD,0,274,0.017661376
DB00282,Pamidronate,DOID:9206,Barrett's esophagus,CsCtD,0,186,0.017609376
DB00734,Risperidone,DOID:12361,Graves' disease,CsCtD,0,270,0.017608455
DB00674,Galantamine,DOID:8778,Crohn's disease,CsCtD,0,441,0.017574579
DB00424,Hyoscyamine,DOID:12361,Graves' disease,CsCtD,0,184,0.01744903
DB00572,Atropine,DOID:12361,Graves' disease,CsCtD,0,184,0.01744903
DB00220,Nelfinavir,DOID:8778,Crohn's disease,CsCtD,0,346,0.017290093
DB00190,Carbidopa,DOID:12361,Graves' disease,CsCtD,0,177,0.017175293
DB00945,Acetylsalicylic acid,DOID:8778,Crohn's disease,CsCtD,0,230,0.017160298
DB00238,Nevirapine,DOID:9206,Barrett's esophagus,CsCtD,0,130,0.017128305
DB00985,Dimenhydrinate,DOID:10652,Alzheimer's disease,CsCtD,0,499,0.017076136
DB01075,Diphenhydramine,DOID:10652,Alzheimer's disease,CsCtD,0,499,0.017076136
DB00224,Indinavir,DOID:12361,Graves' disease,CsCtD,0,188,0.017063871
DB00709,Lamivudine,DOID:12361,Graves' disease,CsCtD,0,198,0.017042991
DB00220,Nelfinavir,DOID:9206,Barrett's esophagus,CsCtD,0,158,0.016928029
DB01033,Mercaptopurine,DOID:5408,Paget's disease of bone,CsCtD,0,102,0.016882048
DB01104,Sertraline,DOID:12361,Graves' disease,CsCtD,0,241,0.016876101
DB00674,Galantamine,DOID:9206,Barrett's esophagus,CsCtD,0,206,0.016844242
DB05271,Rotigotine,DOID:8778,Crohn's disease,CsCtD,0,339,0.016784686
DB00238,Nevirapine,DOID:10652,Alzheimer's disease,CsCtD,0,585,0.016740509
DB00649,Stavudine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,380,0.016724464
DB00190,Carbidopa,DOID:8778,Crohn's disease,CsCtD,0,399,0.016530582
DB01235,L-DOPA,DOID:8778,Crohn's disease,CsCtD,0,399,0.016522616
DB00985,Dimenhydrinate,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,259,0.016457045
DB01075,Diphenhydramine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,259,0.016457045
DB00714,Apomorphine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,231,0.016406138
DB00945,Acetylsalicylic acid,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,260,0.016395645
DB01200,Bromocriptine,DOID:8778,Crohn's disease,CsCtD,0,357,0.016286986
DB00747,Scopolamine,DOID:12361,Graves' disease,CsCtD,0,109,0.016276464
DB00900,Didanosine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,243,0.016269577
DB00705,Delavirdine,DOID:12361,Graves' disease,CsCtD,0,206,0.016247752
DB00714,Apomorphine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,329,0.016237272
DB00625,Efavirenz,DOID:12361,Graves' disease,CsCtD,0,199,0.016228131
DB00413,Pramipexole,DOID:12361,Graves' disease,CsCtD,0,256,0.016215972
DB00630,Alendronate,DOID:8778,Crohn's disease,CsCtD,0,248,0.016188119
DB00268,Ropinirole,DOID:12361,Graves' disease,CsCtD,0,265,0.016092521
DB01175,Escitalopram,DOID:12361,Graves' disease,CsCtD,0,286,0.016088235
DB00215,Citalopram,DOID:12361,Graves' disease,CsCtD,0,286,0.016088235
DB01583,Liotrix,DOID:5408,Paget's disease of bone,CsCtD,0,220,0.015982728
DB00376,Trihexyphenidyl,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,150,0.015957088
DB00649,Stavudine,DOID:5408,Paget's disease of bone,CsCtD,0,220,0.015936236
DB01100,Pimozide,DOID:8778,Crohn's disease,CsCtD,0,289,0.015841324
DB00916,Metronidazole,DOID:12361,Graves' disease,CsCtD,0,167,0.015802972
DB00279,Liothyronine,DOID:14330,Parkinson's disease,CsCtD,0,213,0.01574658
DB00630,Alendronate,DOID:10652,Alzheimer's disease,CsCtD,0,517,0.015611885
DB01043,Memantine,DOID:12361,Graves' disease,CsCtD,0,251,0.015580953
DB00282,Pamidronate,DOID:12361,Graves' disease,CsCtD,0,171,0.015555811
DB00248,Cabergoline,DOID:9206,Barrett's esophagus,CsCtD,0,142,0.01551723
DB05271,Rotigotine,DOID:5408,Paget's disease of bone,CsCtD,0,231,0.015498334
DB01186,Pergolide,DOID:12361,Graves' disease,CsCtD,0,218,0.015442261
DB00245,Benzatropine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,136,0.015371642
DB01068,Clonazepam,DOID:12361,Graves' disease,CsCtD,0,201,0.015350285
DB00502,Haloperidol,DOID:9206,Barrett's esophagus,CsCtD,0,156,0.015327115
DB00245,Benzatropine,DOID:10652,Alzheimer's disease,CsCtD,1,273,0.015309329
DB00313,Valproic Acid,DOID:12361,Graves' disease,CsCtD,0,206,0.015283258
DB00900,Didanosine,DOID:10652,Alzheimer's disease,CsCtD,0,476,0.015270764
DB01037,Selegiline,DOID:12361,Graves' disease,CsCtD,0,244,0.015251687
DB00246,Ziprasidone,DOID:12361,Graves' disease,CsCtD,0,204,0.015196993
DB00238,Nevirapine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,293,0.015154698
DB00993,Azathioprine,DOID:10652,Alzheimer's disease,CsCtD,0,470,0.015128521
DB00843,Donepezil,DOID:12361,Graves' disease,CsCtD,0,221,0.015117342
DB01200,Bromocriptine,DOID:12361,Graves' disease,CsCtD,0,149,0.014968075
DB00980,Ramelteon,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,185,0.014926813
DB01235,L-DOPA,DOID:12361,Graves' disease,CsCtD,0,175,0.014889779
DB00687,Fludrocortisone,DOID:10652,Alzheimer's disease,CsCtD,0,351,0.014864271
DB00787,Aciclovir,DOID:12361,Graves' disease,CsCtD,0,171,0.014829038
DB00635,Prednisone,DOID:9206,Barrett's esophagus,CsCtD,0,172,0.014813648
DB01048,Abacavir,DOID:12361,Graves' disease,CsCtD,0,139,0.01472919
DB00248,Cabergoline,DOID:8778,Crohn's disease,CsCtD,0,320,0.014708467
DB00709,Lamivudine,DOID:9206,Barrett's esophagus,CsCtD,0,208,0.01470131
DB00996,Gabapentin,DOID:12361,Graves' disease,CsCtD,0,254,0.01469477
DB00649,Stavudine,DOID:9206,Barrett's esophagus,CsCtD,0,148,0.014689324
DB01077,Etidronic acid,DOID:10652,Alzheimer's disease,CsCtD,0,419,0.014614639
DB01200,Bromocriptine,DOID:5408,Paget's disease of bone,CsCtD,0,226,0.01457071
DB00687,Fludrocortisone,DOID:5408,Paget's disease of bone,CsCtD,0,101,0.014561877
DB00376,Trihexyphenidyl,DOID:8778,Crohn's disease,CsCtD,0,133,0.014502058
DB00945,Acetylsalicylic acid,DOID:12361,Graves' disease,CsCtD,0,109,0.014494744
DB00451,Levothyroxine,DOID:8778,Crohn's disease,CsCtD,0,232,0.014482678
DB00509,Dextrothyroxine,DOID:8778,Crohn's disease,CsCtD,0,232,0.014482678
DB00572,Atropine,DOID:9206,Barrett's esophagus,CsCtD,0,144,0.014473814
DB00424,Hyoscyamine,DOID:9206,Barrett's esophagus,CsCtD,0,144,0.014473814
DB00494,Entacapone,DOID:12361,Graves' disease,CsCtD,0,203,0.014460891
DB01583,Liotrix,DOID:13378,Kawasaki disease,CsCtD,0,37,0.0144228
DB00900,Didanosine,DOID:5408,Paget's disease of bone,CsCtD,0,157,0.014390529
DB00763,Methimazole,DOID:8778,Crohn's disease,CsCtD,0,132,0.014321715
DB00915,Amantadine,DOID:12361,Graves' disease,CsCtD,0,150,0.014312858
DB01077,Etidronic acid,DOID:8778,Crohn's disease,CsCtD,0,197,0.014277824
DB00572,Atropine,DOID:5408,Paget's disease of bone,CsCtD,0,214,0.014272847
DB00424,Hyoscyamine,DOID:5408,Paget's disease of bone,CsCtD,0,214,0.014272847
DB01033,Mercaptopurine,DOID:9206,Barrett's esophagus,CsCtD,0,70,0.014261673
DB01367,Rasagiline,DOID:12361,Graves' disease,CsCtD,0,184,0.014229262
DB05271,Rotigotine,DOID:9206,Barrett's esophagus,CsCtD,0,146,0.014025083
DB00657,Mecamylamine,DOID:10652,Alzheimer's disease,CsCtD,0,241,0.014012757
DB00503,Ritonavir,DOID:12361,Graves' disease,CsCtD,0,210,0.013935632
DB01232,Saquinavir,DOID:12361,Graves' disease,CsCtD,0,201,0.013848539
DB00323,Tolcapone,DOID:12361,Graves' disease,CsCtD,0,203,0.01377349
DB00989,Rivastigmine,DOID:12361,Graves' disease,CsCtD,0,240,0.013674605
DB00993,Azathioprine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,209,0.013559737
DB00238,Nevirapine,DOID:12361,Graves' disease,CsCtD,0,109,0.013520006
DB00674,Galantamine,DOID:12361,Graves' disease,CsCtD,0,166,0.0134699
DB00945,Acetylsalicylic acid,DOID:9206,Barrett's esophagus,CsCtD,0,90,0.013465084
DB00425,Zolpidem,DOID:12361,Graves' disease,CsCtD,0,209,0.013439682
DB00736,Esomeprazole,DOID:12361,Graves' disease,CsCtD,0,197,0.013409423
DB00338,Omeprazole,DOID:12361,Graves' disease,CsCtD,0,197,0.013409423
DB00190,Carbidopa,DOID:9206,Barrett's esophagus,CsCtD,0,168,0.013335455
DB00575,Clonidine,DOID:9206,Barrett's esophagus,CsCtD,0,168,0.013244297
DB00701,Amprenavir,DOID:10652,Alzheimer's disease,CsCtD,0,420,0.013195419
DB00635,Prednisone,DOID:8778,Crohn's disease,CsCtD,1,336,0.013134048
DB00279,Liothyronine,DOID:12361,Graves' disease,CsCtD,1,28,0.013128958
DB00399,Zoledronate,DOID:12361,Graves' disease,CsCtD,0,186,0.012967797
DB00502,Haloperidol,DOID:12361,Graves' disease,CsCtD,0,139,0.012957705
DB00714,Apomorphine,DOID:12361,Graves' disease,CsCtD,0,92,0.012944011
DB01235,L-DOPA,DOID:9206,Barrett's esophagus,CsCtD,0,164,0.012857469
DB01224,Quetiapine,DOID:12361,Graves' disease,CsCtD,0,216,0.012833611
DB00714,Apomorphine,DOID:5408,Paget's disease of bone,CsCtD,0,124,0.012808889
DB00945,Acetylsalicylic acid,DOID:5408,Paget's disease of bone,CsCtD,0,142,0.012742444
DB00701,Amprenavir,DOID:5408,Paget's disease of bone,CsCtD,0,133,0.012653168
DB01133,Tiludronate,DOID:5408,Paget's disease of bone,CsCtD,1,74,0.012597135
DB01048,Abacavir,DOID:9206,Barrett's esophagus,CsCtD,0,140,0.012525425
DB00915,Amantadine,DOID:9206,Barrett's esophagus,CsCtD,0,128,0.012523043
DB00745,Modafinil,DOID:12361,Graves' disease,CsCtD,0,181,0.012503909
DB00451,Levothyroxine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,243,0.012479926
DB00509,Dextrothyroxine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,243,0.012479926
DB00701,Amprenavir,DOID:8778,Crohn's disease,CsCtD,0,186,0.0124475
DB01033,Mercaptopurine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,153,0.012334167
DB00747,Scopolamine,DOID:5408,Paget's disease of bone,CsCtD,0,138,0.0122581
DB00900,Didanosine,DOID:9206,Barrett's esophagus,CsCtD,0,94,0.012206743
DB00701,Amprenavir,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,203,0.012206401
DB00915,Amantadine,DOID:5408,Paget's disease of bone,CsCtD,0,194,0.01215673
DB00502,Haloperidol,DOID:5408,Paget's disease of bone,CsCtD,0,206,0.012120776
DB00985,Dimenhydrinate,DOID:8778,Crohn's disease,CsCtD,0,203,0.012116089
DB01075,Diphenhydramine,DOID:8778,Crohn's disease,CsCtD,0,203,0.012116089
DB00687,Fludrocortisone,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,157,0.01206678
DB01077,Etidronic acid,DOID:9206,Barrett's esophagus,CsCtD,0,84,0.011893446
DB00550,Propylthiouracil,DOID:10652,Alzheimer's disease,CsCtD,0,296,0.011885811
DB00649,Stavudine,DOID:12361,Graves' disease,CsCtD,0,123,0.0118649
DB00993,Azathioprine,DOID:12361,Graves' disease,CsCtD,0,85,0.011853501
DB01104,Sertraline,DOID:13378,Kawasaki disease,CsCtD,0,52,0.011644462
DB01583,Liotrix,DOID:9206,Barrett's esophagus,CsCtD,0,130,0.011601836
DB00657,Mecamylamine,DOID:11119,Gilles de la Tourette syndrome,CsCtD,1,124,0.011555153
DB00657,Mecamylamine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,174,0.011521806
DB00575,Clonidine,DOID:12361,Graves' disease,CsCtD,0,157,0.011505775
DB00245,Benzatropine,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,178,0.011498157
DB00158,Folic Acid,DOID:10652,Alzheimer's disease,CsCtD,0,240,0.01145498
DB00630,Alendronate,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,231,0.011398462
DB00734,Risperidone,DOID:13378,Kawasaki disease,CsCtD,0,61,0.011396645
DB00900,Didanosine,DOID:12361,Graves' disease,CsCtD,0,98,0.011321226
DB00687,Fludrocortisone,DOID:12361,Graves' disease,CsCtD,0,66,0.011308266
DB00550,Propylthiouracil,DOID:5408,Paget's disease of bone,CsCtD,0,101,0.011303989
DB00850,Perphenazine,DOID:12361,Graves' disease,CsCtD,0,94,0.01125136
DB00220,Nelfinavir,DOID:12361,Graves' disease,CsCtD,0,134,0.011241572
DB01033,Mercaptopurine,DOID:10652,Alzheimer's disease,CsCtD,0,295,0.011162807
DB00376,Trihexyphenidyl,DOID:635,acquired immunodeficiency syndrome,CsCtD,0,191,0.011069856
DB00550,Propylthiouracil,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,153,0.010985008
DB00993,Azathioprine,DOID:9206,Barrett's esophagus,CsCtD,0,90,0.01096123
DB01077,Etidronic acid,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,188,0.010817916
DB00220,Nelfinavir,DOID:13378,Kawasaki disease,CsCtD,0,28,0.010807624
DB00625,Efavirenz,DOID:13378,Kawasaki disease,CsCtD,0,42,0.010688815
DB00158,Folic Acid,DOID:9206,Barrett's esophagus,CsCtD,0,46,0.010674237
DB00550,Propylthiouracil,DOID:9206,Barrett's esophagus,CsCtD,0,54,0.010638252
DB00451,Levothyroxine,DOID:5408,Paget's disease of bone,CsCtD,0,132,0.010487064
DB00509,Dextrothyroxine,DOID:5408,Paget's disease of bone,CsCtD,0,132,0.010487064
DB00248,Cabergoline,DOID:12361,Graves' disease,CsCtD,0,130,0.010374908
DB01100,Pimozide,DOID:5408,Paget's disease of bone,CsCtD,0,164,0.010350982
DB01175,Escitalopram,DOID:13378,Kawasaki disease,CsCtD,0,60,0.010344695
DB00215,Citalopram,DOID:13378,Kawasaki disease,CsCtD,0,60,0.010344695
DB00980,Ramelteon,DOID:5408,Paget's disease of bone,CsCtD,0,66,0.01030799
DB00246,Ziprasidone,DOID:13378,Kawasaki disease,CsCtD,0,46,0.01027203
DB01200,Bromocriptine,DOID:9206,Barrett's esophagus,CsCtD,0,128,0.010215658
DB00244,Mesalazine,DOID:13378,Kawasaki disease,CsCtD,0,47,0.010162954
DB00985,Dimenhydrinate,DOID:5408,Paget's disease of bone,CsCtD,0,116,0.010147046
DB01075,Diphenhydramine,DOID:5408,Paget's disease of bone,CsCtD,0,116,0.010147046
DB01100,Pimozide,DOID:9206,Barrett's esophagus,CsCtD,0,110,0.010086171
DB00714,Apomorphine,DOID:8778,Crohn's disease,CsCtD,0,174,0.01005638
DB00763,Methimazole,DOID:5408,Paget's disease of bone,CsCtD,0,87,0.009980016
DB01133,Tiludronate,DOID:10652,Alzheimer's disease,CsCtD,0,178,0.00995297
DB00985,Dimenhydrinate,DOID:9206,Barrett's esophagus,CsCtD,0,82,0.009897974
DB01075,Diphenhydramine,DOID:9206,Barrett's esophagus,CsCtD,0,82,0.009897974
DB01100,Pimozide,DOID:12361,Graves' disease,CsCtD,0,110,0.009891862
DB00158,Folic Acid,DOID:5408,Paget's disease of bone,CsCtD,0,77,0.009782894
DB00850,Perphenazine,DOID:5408,Paget's disease of bone,CsCtD,0,137,0.009727664
DB00687,Fludrocortisone,DOID:9206,Barrett's esophagus,CsCtD,0,56,0.009705435
DB00850,Perphenazine,DOID:9206,Barrett's esophagus,CsCtD,0,92,0.009673894
DB01033,Mercaptopurine,DOID:12361,Graves' disease,CsCtD,0,59,0.009644358
DB00503,Ritonavir,DOID:13378,Kawasaki disease,CsCtD,0,49,0.009640474
DB00763,Methimazole,DOID:10652,Alzheimer's disease,CsCtD,0,247,0.009628445
DB00158,Folic Acid,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,114,0.009570564
DB00763,Methimazole,DOID:11119,Gilles de la Tourette syndrome,CsCtD,0,133,0.009567291
DB00736,Esomeprazole,DOID:13378,Kawasaki disease,CsCtD,0,45,0.009521252
DB00338,Omeprazole,DOID:13378,Kawasaki disease,CsCtD,0,45,0.009521252
DB01037,Selegiline,DOID:13378,Kawasaki disease,CsCtD,0,50,0.009487566
DB00635,Prednisone,DOID:13378,Kawasaki disease,CsCtD,0,37,0.009425446
DB00268,Ropinirole,DOID:13378,Kawasaki disease,CsCtD,0,57,0.009165445
DB00495,Zidovudine,DOID:13378,Kawasaki disease,CsCtD,0,35,0.009140743
DB00843,Donepezil,DOID:13378,Kawasaki disease,CsCtD,0,42,0.009133439
DB00884,Risedronate,DOID:12361,Graves' disease,CsCtD,0,118,0.00911534
DB01232,Saquinavir,DOID:13378,Kawasaki disease,CsCtD,0,47,0.008974057
DB00245,Benzatropine,DOID:8778,Crohn's disease,CsCtD,0,109,0.008899451
DB01077,Etidronic acid,DOID:12361,Graves' disease,CsCtD,0,83,0.00889674
DB05271,Rotigotine,DOID:12361,Graves' disease,CsCtD,0,113,0.008848403
DB00989,Rivastigmine,DOID:13378,Kawasaki disease,CsCtD,0,51,0.008823372
DB00245,Benzatropine,DOID:12361,Graves' disease,CsCtD,0,54,0.008576322
