source,target,actions
DB00514,6532,inhibitor
DB00514,10280,agonist
DB00514,10857,binder
DB00514,89832,antagonist
DB00514,116443,antagonist
DB00514,100861540,substrate
DB00515,368,substrate
DB00515,538,substrate
DB00515,540,substrate
DB00515,590,inhibitor
DB00515,1244,inducer
DB00515,1317,substrate
DB00515,1318,substrate
DB00515,1555,inhibitor
DB00515,1559,inhibitor
DB00515,1579,inducer
DB00515,1728,substrate
DB00515,2944,substrate
DB00515,2950,substrate
DB00515,2952,substrate
DB00515,4353,inducer
DB00515,4489,substrate
DB00515,4502,substrate
DB00515,5243,substrate
DB00515,5743,inhibitor
DB00515,6582,inhibitor|substrate
DB00515,6647,substrate
DB00515,7498,inducer
DB00515,8714,inducer
DB00515,9429,substrate
DB00515,10057,inducer
DB00517,1128,antagonist
DB00517,1129,antagonist
DB00517,1131,antagonist
DB00518,1543,inducer
DB00518,1544,inducer|inhibitor|substrate
DB00518,1576,substrate
DB00518,5243,inhibitor
DB00518,7846,inhibitor
DB00518,10383,inhibitor
DB00518,1168814,inhibitor
DB00519,1066,substrate
DB00519,1636,inhibitor
DB00519,6564,substrate
DB00519,6565,substrate
DB00520,1576,inhibitor
DB00520,5243,inhibitor
DB00520,6580,inhibitor
DB00520,9356,inhibitor
DB00520,10599,inhibitor
DB00520,28234,substrate
DB00520,3508424,inhibitor
DB00520,4981154,inhibitor
DB00521,153,antagonist|partial agonist
DB00521,154,antagonist
DB00521,1565,inhibitor|substrate
DB00522,3249,ligand
DB00523,1381,
DB00523,1382,
DB00523,1544,inhibitor
DB00523,5243,substrate
DB00523,5914,agonist
DB00523,5915,agonist
DB00523,5916,agonist
DB00523,6256,agonist
DB00523,6257,agonist
DB00523,6258,agonist
DB00524,762,
DB00524,763,
DB00524,766,
DB00524,768,
DB00524,771,
DB00524,6559,inhibitor
DB00524,11238,
DB00525,3646458,inhibitor
DB00525,3646509,inhibitor
DB00526,538,substrate
DB00526,540,substrate
DB00526,762,
DB00526,1244,substrate
DB00526,1317,substrate
DB00526,1543,substrate
DB00526,1544,substrate
DB00526,1545,substrate
DB00526,1571,substrate
DB00526,1728,substrate
DB00526,2944,substrate
DB00526,2950,substrate
DB00526,2952,substrate
DB00526,4353,substrate
DB00526,4489,substrate
DB00526,4502,substrate
DB00526,6580,substrate
DB00526,6581,substrate
DB00526,6582,substrate
DB00526,6647,substrate
DB00526,9429,substrate
DB00527,590,inhibitor
DB00527,801,inhibitor
DB00527,805,inhibitor
DB00527,808,inhibitor
DB00527,6331,blocker|inhibitor
DB00527,6336,blocker|inhibitor
DB00528,775,blocker
DB00528,776,blocker
DB00528,786,inhibitor
DB00528,1551,substrate
DB00528,1565,inhibitor
DB00528,1576,inhibitor|substrate
DB00528,1577,substrate
DB00528,100861540,substrate
DB00529,6566,substrate
DB00529,9356,inhibitor
DB00529,2703462,inhibitor
DB00530,25,
DB00530,27,
DB00530,213,substrate
DB00530,1543,substrate
DB00530,1544,substrate
DB00530,1545,substrate
DB00530,1558,inhibitor|substrate
DB00530,1565,substrate
DB00530,1576,substrate
DB00530,1577,substrate
DB00530,1956,antagonist|inhibitor
DB00530,2322,
DB00530,3718,
DB00530,4058,
DB00530,5004,substrate
DB00530,5243,substrate
DB00530,5607,
DB00530,6793,
DB00530,6795,
DB00530,8569,
DB00530,8711,
DB00530,8856,agonist
DB00530,9429,inhibitor
DB00530,9748,
DB00530,11309,
DB00530,25989,
DB00530,54658,inhibitor
DB00530,79837,
DB00530,80122,
DB00530,147746,
DB00530,285220,
DB00531,1548,substrate
DB00531,1551,substrate
DB00531,1555,inducer|substrate
DB00531,1557,substrate
DB00531,1558,inducer|substrate
DB00531,1559,inducer|substrate
DB00531,1562,substrate
DB00531,1565,substrate
DB00531,1576,inducer|inhibitor|substrate
DB00531,1577,substrate
DB00531,5243,inhibitor
DB00531,100861540,substrate
DB00532,1544,substrate
DB00532,1555,substrate
DB00532,1557,inhibitor|substrate
DB00532,1558,substrate
DB00532,1559,substrate
DB00532,1565,substrate
DB00532,6331,inhibitor
DB00533,1544,inhibitor|substrate
DB00533,1558,substrate
DB00533,1559,substrate
DB00533,1576,inducer|substrate
DB00533,2006,other/unknown
DB00533,5742,substrate
DB00533,5743,inhibitor
DB00533,10257,inhibitor
DB00534,6557,inducer
DB00534,7915,inhibitor
DB00535,4353,inhibitor
DB00535,6564,inhibitor|substrate
DB00535,6565,inhibitor
DB00535,6584,inhibitor
DB00535,944799,inhibitor
DB00535,944843,inhibitor
DB00535,945222,inhibitor
DB00535,945240,inhibitor
DB00535,945455,inhibitor
DB00535,947693,inhibitor
DB00535,947907,inhibitor
DB00535,12930918,inhibitor
DB00535,12931704,inhibitor
DB00535,12931886,inhibitor
DB00535,12932643,inhibitor
DB00535,12933443,inhibitor
DB00535,12933831,inhibitor
DB00535,12933998,inhibitor
DB00536,217,
DB00536,1742,
DB00536,2593,
DB00536,3736,blocker
DB00536,3737,blocker
DB00536,3738,blocker
DB00536,3739,blocker
DB00536,3741,blocker
DB00536,3742,blocker
DB00536,3743,blocker
DB00536,3744,blocker
DB00536,3745,blocker
DB00536,3746,blocker
DB00536,3747,blocker
DB00536,3748,blocker
DB00536,3749,blocker
DB00536,3750,blocker
DB00536,3751,blocker
DB00536,3752,blocker
DB00536,3754,blocker
DB00536,3755,blocker
DB00536,3756,blocker
DB00536,3757,blocker
DB00536,3784,blocker
DB00536,3785,blocker
DB00536,3786,blocker
DB00536,3787,blocker
DB00536,3788,blocker
DB00536,3790,blocker
DB00536,6035,
DB00536,6580,inhibitor
DB00536,6581,inhibitor|substrate
DB00536,6582,inhibitor
DB00536,6583,inhibitor
DB00536,6584,inhibitor
DB00536,9132,blocker
DB00536,9312,blocker
DB00536,9376,inhibitor
DB00536,23415,blocker
DB00536,23416,blocker
DB00536,26251,blocker
DB00536,27012,blocker
DB00536,27133,blocker
DB00536,56479,blocker
DB00536,81033,blocker
DB00536,90134,blocker
DB00536,93107,blocker
DB00536,131096,blocker
DB00536,169522,blocker
DB00536,170850,blocker
DB00536,947590,
DB00536,1258585,
DB00536,12934127,
DB00537,1544,inhibitor
DB00537,1551,inhibitor
DB00537,1576,inhibitor
DB00537,1577,inhibitor
DB00537,5243,inhibitor|substrate
DB00537,7153,inhibitor
DB00537,946614,inhibitor
DB00537,950199,inhibitor
DB00537,950391,inhibitor
DB00537,12933138,inhibitor
DB00537,100861540,inhibitor
DB00539,1543,substrate
DB00539,1544,substrate
DB00539,1576,substrate
DB00539,2099,modulator
DB00539,5243,substrate
DB00540,146,antagonist
DB00540,147,antagonist
DB00540,148,antagonist
DB00540,213,
DB00540,1128,antagonist
DB00540,1129,antagonist
DB00540,1131,antagonist
DB00540,1132,antagonist
DB00540,1133,antagonist
DB00540,1544,substrate
DB00540,1557,substrate
DB00540,1559,substrate
DB00540,1565,inhibitor|substrate
DB00540,1571,inhibitor
DB00540,1576,substrate
DB00540,1577,substrate
DB00540,1813,antagonist
DB00540,3269,antagonist
DB00540,3350,antagonist
DB00540,3356,antagonist
DB00540,3358,antagonist
DB00540,3362,binder
DB00540,5004,
DB00540,5742,substrate
DB00540,6530,inhibitor
DB00540,6532,inhibitor
DB00540,25187,antagonist
DB00541,190,
DB00541,1244,inhibitor|substrate
DB00541,1551,substrate
DB00541,1576,inhibitor|substrate
DB00541,1577,substrate
DB00541,4363,inhibitor|substrate
DB00541,5243,inducer|inhibitor|substrate
DB00541,6581,inhibitor
DB00541,7277,inhibitor
DB00541,7280,inhibitor
DB00541,8647,substrate
DB00541,8714,inhibitor
DB00541,9429,substrate
DB00541,10381,inhibitor
DB00541,10382,inhibitor
DB00541,10383,inhibitor
DB00541,10928,substrate
DB00541,81027,inhibitor
DB00541,84617,inhibitor
DB00541,89845,inhibitor|substrate
DB00541,203068,inhibitor
DB00541,347688,inhibitor
DB00541,347733,inhibitor
DB00541,100861540,substrate
DB00542,1636,inhibitor
DB00542,4524,substrate
DB00542,6564,substrate
DB00542,6565,substrate
DB00543,148,antagonist
DB00543,150,antagonist
DB00543,1128,antagonist
DB00543,1565,substrate
DB00543,1812,antagonist
DB00543,1813,antagonist
DB00543,1814,antagonist
DB00543,1815,antagonist
DB00543,2554,antagonist
DB00543,3269,antagonist
DB00543,3350,antagonist
DB00543,3351,antagonist
DB00543,3356,antagonist
DB00543,3357,antagonist
DB00543,3358,antagonist
DB00543,3359,antagonist
DB00543,3362,antagonist
DB00543,3363,antagonist
DB00543,5004,
DB00543,6530,inhibitor
DB00543,6531,binder
DB00543,6532,inhibitor
DB00543,59340,binder
DB00544,213,
DB00544,1544,substrate
DB00544,1548,substrate
DB00544,1558,substrate
DB00544,1559,inhibitor
DB00544,1806,substrate
DB00544,1890,substrate
DB00544,2030,substrate
DB00544,4524,substrate
DB00544,5471,substrate
DB00544,7298,inhibitor|other/unknown|substrate
DB00544,7372,substrate
DB00544,7378,substrate
DB00544,8714,substrate
DB00544,9429,substrate
DB00544,10057,substrate
DB00544,10257,substrate
DB00544,10864,substrate
DB00544,151531,substrate
DB00545,43,antagonist|inhibitor
DB00545,590,antagonist
DB00545,1576,inducer
DB00546,1557,substrate
DB00546,1576,substrate
DB00546,2554,positive allosteric modulator|potentiator
DB00546,2555,positive allosteric modulator|potentiator
DB00546,2556,positive allosteric modulator|potentiator
DB00546,2557,positive allosteric modulator
DB00546,2558,positive allosteric modulator|potentiator
DB00546,2559,positive allosteric modulator
DB00546,2560,positive allosteric modulator|potentiator
DB00546,2561,positive allosteric modulator|potentiator
DB00546,2562,positive allosteric modulator|potentiator
DB00546,2563,positive allosteric modulator|potentiator
DB00546,2564,potentiator
DB00546,2565,positive allosteric modulator|potentiator
DB00546,2566,positive allosteric modulator|potentiator
DB00546,2567,positive allosteric modulator|potentiator
DB00546,2568,potentiator
DB00546,2569,potentiator
DB00546,2570,potentiator
DB00546,200959,potentiator
DB00547,2908,agonist
DB00548,6716,inhibitor
DB00548,6718,inhibitor
DB00548,7299,inhibitor
DB00548,948356,inhibitor
DB00548,12933188,inhibitor
DB00549,1544,inhibitor
DB00549,1557,inhibitor
DB00549,1558,inhibitor|substrate
DB00549,1559,inhibitor|substrate
DB00549,1565,inhibitor
DB00549,1571,inhibitor
DB00549,1576,inhibitor|substrate
DB00549,5742,substrate
DB00549,9429,Antagonist 
DB00549,10800,antagonist
DB00549,57105,
DB00550,1621,inhibitor
DB00550,1733,inhibitor
DB00550,4353,inhibitor
DB00550,7173,inhibitor
DB00551,4321,inhibitor
DB00552,100,inhibitor
DB00553,1543,inhibitor
DB00553,1544,inhibitor
DB00553,1548,inhibitor|substrate
DB00553,1553,inhibitor
DB00553,1576,substrate
DB00554,213,
DB00554,1558,inhibitor|substrate
DB00554,1559,inhibitor|substrate
DB00554,5742,inhibitor
DB00554,5743,inhibitor
DB00554,9356,inhibitor
DB00554,9376,inhibitor
DB00554,55867,inhibitor
DB00555,5243,substrate
DB00555,6323,blocker
DB00555,6326,blocker|inhibitor
DB00555,6328,blocker
DB00555,6329,blocker
DB00555,6331,blocker
DB00555,6334,blocker
DB00555,6335,blocker
DB00555,6336,blocker
DB00555,54657,substrate
DB00555,54659,substrate
DB00557,1565,inhibitor
DB00557,3269,antagonist
DB00558,4759,inhibitor
DB00558,956530,inhibitor
DB00558,956541,inhibitor
DB00559,1559,inducer|substrate
DB00559,1576,inducer|substrate
DB00559,1909,antagonist
DB00559,1910,antagonist
DB00559,8647,inhibitor
DB00560,947791,adduct
DB00560,947801,adduct
DB00560,947811,adduct
DB00560,947845,adduct
DB00560,949000,adduct
DB00560,12932294,adduct
DB00560,12932620,adduct
DB00560,12933452,adduct
DB00560,12934445,adduct
DB00560,12934450,adduct
DB00561,3777,blocker|inhibitor
DB00561,51305,blocker|inhibitor
DB00562,759,inhibitor
DB00562,760,inhibitor
DB00562,762,inhibitor
DB00562,768,inhibitor
DB00562,771,inhibitor
DB00562,6559,inhibitor
DB00563,213,
DB00563,316,substrate
DB00563,471,inhibitor
DB00563,1244,inhibitor|substrate
DB00563,1719,inhibitor|substrate
DB00563,2348,substrate
DB00563,2356,substrate
DB00563,4363,inhibitor|substrate
DB00563,4524,substrate
DB00563,5226,inhibitor
DB00563,5243,substrate
DB00563,6566,substrate
DB00563,6573,substrate
DB00563,6579,substrate
DB00563,7298,substrate
DB00563,8714,inhibitor|substrate
DB00563,8836,substrate
DB00563,9356,inhibitor|substrate
DB00563,9376,inhibitor|substrate
DB00563,9429,substrate
DB00563,10257,inhibitor|substrate
DB00563,10599,substrate
DB00563,10864,substrate
DB00563,28232,substrate
DB00563,28234,substrate
DB00563,53919,substrate
DB00563,55867,substrate
DB00563,85320,substrate
DB00563,89845,inhibitor
DB00563,113235,inhibitor|substrate
DB00563,353189,
DB00564,1244,substrate
DB00564,1544,inducer|inhibitor|substrate
DB00564,1551,substrate
DB00564,1555,inducer
DB00564,1557,inducer|inhibitor
DB00564,1558,inducer|substrate
DB00564,1559,inducer
DB00564,1576,inducer|substrate
DB00564,1577,inducer
DB00564,5243,inducer|inhibitor|substrate
DB00564,6329,blocker
DB00564,6331,blocker|inhibitor
DB00564,6335,blocker
DB00564,7364,substrate
DB00564,10928,substrate
DB00564,100861540,substrate
DB00565,1134,antagonist
DB00565,1135,inhibitor
DB00565,1140,antagonist
DB00565,1144,antagonist
DB00567,213,other/unknown
DB00567,1565,substrate
DB00567,1576,substrate
DB00567,6564,inhibitor|substrate
DB00567,6565,inhibitor
DB00567,6584,inhibitor
DB00567,9356,inhibitor|substrate
DB00567,9376,inhibitor
DB00567,55244,substrate
DB00567,933569,inhibitor
DB00567,933948,inhibitor
DB00567,934791,inhibitor
DB00567,934893,inhibitor
DB00567,944799,inhibitor
DB00567,944843,inhibitor
DB00567,945222,inhibitor
DB00567,945240,inhibitor
DB00567,945455,inhibitor
DB00567,947693,inhibitor
DB00567,947907,inhibitor
DB00567,7329159,inhibitor
DB00567,12930918,inhibitor
DB00567,12931704,inhibitor
DB00567,12931886,inhibitor
DB00567,12932643,inhibitor
DB00567,12933443,inhibitor
DB00567,12933831,inhibitor
DB00567,12933998,inhibitor
DB00568,775,inhibitor
DB00568,776,inhibitor
DB00568,778,inhibitor
DB00568,779,inhibitor
DB00568,1543,substrate
DB00568,1544,substrate
DB00568,1548,substrate
DB00568,1555,substrate
DB00568,1559,substrate
DB00568,1565,substrate
DB00568,1813,other/unknown
DB00568,3269,antagonist
DB00568,8911,inhibitor
DB00568,8912,inhibitor
DB00568,8913,inhibitor
DB00568,59340,
DB00569,462,activator|potentiator
DB00569,2159,inhibitor
DB00570,368,inhibitor
DB00570,1244,inducer|inhibitor|substrate
DB00570,1565,inhibitor|substrate
DB00570,1576,inhibitor|substrate
DB00570,2516,
DB00570,3725,other/unknown
DB00570,4363,inducer|inhibitor|substrate
DB00570,5243,inducer|inhibitor|substrate
DB00570,6582,substrate
DB00570,7280,inhibitor
DB00570,7283,adduct
DB00570,7846,adduct
DB00570,8647,inhibitor|substrate
DB00570,10381,inhibitor
DB00570,10382,inhibitor
DB00570,10383,inhibitor
DB00570,51174,adduct
DB00570,51175,adduct
DB00570,81027,inhibitor
DB00570,84617,inhibitor
DB00570,203068,adduct|inhibitor
DB00570,347688,inhibitor
DB00570,347733,inhibitor
DB00571,153,antagonist
DB00571,154,antagonist
DB00571,155,antagonist
DB00571,1543,inhibitor
DB00571,1544,inhibitor|substrate
DB00571,1551,substrate
DB00571,1557,substrate
DB00571,1565,inhibitor|substrate
DB00571,1576,substrate
DB00571,1577,substrate
DB00571,3350,other/unknown
DB00571,3351,other/unknown
DB00571,5004,
DB00571,5243,inhibitor|substrate
DB00571,6582,inhibitor
DB00571,100861540,substrate
DB00572,1128,antagonist
DB00572,1129,antagonist
DB00572,1131,antagonist
DB00572,1132,antagonist
DB00572,1133,antagonist
DB00572,1544,inhibitor
DB00573,213,
DB00573,5742,inhibitor
DB00573,5743,inhibitor
DB00574,1565,inhibitor
DB00574,3357,agonist
DB00574,3358,agonist
DB00574,6532,inhibitor
DB00575,146,agonist
DB00575,147,agonist
DB00575,148,agonist
DB00575,150,agonist
DB00575,151,agonist
DB00575,152,agonist
DB00575,1543,substrate
DB00575,1544,substrate
DB00575,1565,substrate
DB00575,1576,substrate
DB00575,1577,substrate
DB00575,5243,substrate
DB00575,6530,
DB00575,6580,inhibitor
DB00575,6581,inhibitor
DB00575,6583,inhibitor
DB00575,6584,inhibitor
DB00575,11188,
DB00576,213,
DB00576,1559,inhibitor
DB00576,947691,inhibitor
DB00576,12932492,inhibitor
DB00577,6555,
DB00577,6564,inhibitor|substrate
DB00577,6565,inhibitor
DB00577,9356,
DB00577,9376,substrate
DB00577,11254,
DB00577,2703462,inhibitor
DB00578,5321,inhibitor
DB00578,9356,inhibitor
DB00578,944799,inhibitor
DB00578,944843,inhibitor
DB00578,945222,inhibitor
DB00578,945240,inhibitor
DB00578,945455,inhibitor
DB00578,947693,inhibitor
DB00578,947907,inhibitor
DB00578,12930918,inhibitor
DB00578,12931704,inhibitor
DB00578,12931886,inhibitor
DB00578,12932643,inhibitor
DB00578,12933443,inhibitor
DB00578,12933831,inhibitor
DB00578,12933998,inhibitor
DB00579,6530,inhibitor
DB00579,6531,inhibitor
DB00579,6532,inhibitor
DB00579,10280,
DB00580,760,
DB00580,763,
DB00580,765,
DB00580,768,
DB00580,771,
DB00580,1557,inhibitor
DB00580,1559,inhibitor|substrate
DB00580,1576,substrate
DB00580,5742,substrate
DB00580,5743,inhibitor
DB00580,11238,
DB00580,23632,
DB00580,54600,substrate
DB00581,947583,other
DB00581,12934425,other
DB00582,1551,inhibitor
DB00582,1555,
DB00582,1557,inhibitor|substrate
DB00582,1559,inhibitor|substrate
DB00582,1576,inhibitor|substrate
DB00582,1577,inhibitor
DB00582,2326,substrate
DB00582,2328,substrate
DB00582,5742,substrate
DB00582,3641571,antagonist|inhibitor
DB00582,100861540,inhibitor
DB00583,788,
DB00583,1066,
DB00583,1374,activator
DB00583,1376,
DB00583,1384,
DB00583,4353,
DB00583,6583,inhibitor|substrate
DB00583,6584,substrate
DB00583,7498,
DB00583,9376,substrate
DB00583,10599,inhibitor
DB00583,54677,
DB00583,85413,substrate
DB00583,123096,
DB00584,1576,substrate
DB00584,1636,inhibitor
DB00584,5243,inhibitor
DB00584,6564,inhibitor|substrate
DB00584,6579,substrate
DB00584,9356,inhibitor
DB00584,9376,inhibitor
DB00584,10864,inhibitor
DB00585,590,inhibitor
DB00585,3274,antagonist
DB00585,5243,substrate
DB00586,41,inhibitor
DB00586,213,
DB00586,240,potentiator
DB00586,1543,substrate
DB00586,1544,inhibitor|substrate
DB00586,1555,substrate
DB00586,1557,substrate
DB00586,1558,substrate
DB00586,1559,inhibitor|substrate
DB00586,1562,substrate
DB00586,1571,inhibitor
DB00586,1576,substrate
DB00586,3576,
DB00586,3577,
DB00586,3785,other
DB00586,3786,other
DB00586,4363,inhibitor
DB00586,5243,inhibitor
DB00586,5320,inhibitor
DB00586,5742,inhibitor|substrate
DB00586,5743,inhibitor
DB00586,6329,inhibitor
DB00586,7276,
DB00586,7364,substrate
DB00586,9356,inhibitor
DB00586,9376,inhibitor
DB00586,10257,inhibitor
DB00586,53919,inhibitor
DB00586,54658,substrate
DB00586,55867,inhibitor
DB00587,10800,antagonist
DB00588,866,
DB00588,1551,substrate
DB00588,1576,inhibitor|substrate
DB00588,1577,inhibitor|substrate
DB00588,2908,agonist
DB00588,4306,antagonist
DB00588,5241,agonist
DB00588,5321,inhibitor
DB00588,100861540,substrate
DB00589,146,
DB00589,147,
DB00589,150,other/unknown
DB00589,151,other/unknown
DB00589,152,other/unknown
DB00589,153,
DB00589,1565,substrate
DB00589,1576,substrate
DB00589,1812,antagonist
DB00589,1813,agonist
DB00589,1814,agonist
DB00589,1815,agonist
DB00589,1816,antagonist
DB00589,3350,agonist
DB00589,3351,agonist
DB00589,3352,agonist
DB00589,3356,agonist
DB00589,3357,antagonist
DB00589,3358,agonist
DB00590,146,antagonist
DB00590,147,antagonist
DB00590,148,antagonist
DB00590,150,
DB00590,1557,substrate
DB00590,1565,substrate
DB00590,3757,inhibitor
DB00590,5004,
DB00590,5243,inhibitor
DB00590,81033,inhibitor
DB00590,90134,inhibitor
DB00591,866,binder
DB00591,2908,agonist
DB00591,5321,inhibitor
DB00592,1565,substrate
DB00592,2562,agonist
DB00593,1551,substrate
DB00593,1571,substrate
DB00593,1576,substrate
DB00593,1577,substrate
DB00593,8913,blocker|inhibitor
DB00593,64816,substrate
DB00593,100861540,substrate
DB00594,26,inhibitor
DB00594,40,inhibitor
DB00594,41,inhibitor
DB00594,5328,inhibitor
DB00594,6337,blocker|inhibitor
DB00594,6338,blocker|inhibitor
DB00594,6339,inhibitor
DB00594,6340,blocker|inhibitor
DB00594,6548,inhibitor
DB00594,6580,inhibitor
DB00594,6582,inhibitor
DB00594,6583,inhibitor
DB00594,100517436,inhibitor
DB00595,9356,inhibitor
DB00595,9376,inhibitor
DB00595,10864,inhibitor
DB00595,55867,inhibitor
DB00595,947793,inhibitor
DB00595,949000,inhibitor
DB00595,12933452,inhibitor
DB00595,12934394,inhibitor
DB00596,866,
DB00596,2908,agonist
DB00598,153,antagonist
DB00598,154,antagonist
DB00598,155,
DB00598,1565,inhibitor|substrate
DB00599,1137,antagonist
DB00599,1139,antagonist
DB00599,1571,inhibitor
DB00599,1576,inhibitor
DB00599,2166,inhibitor
DB00599,2554,positive allosteric modulator|potentiator
DB00599,2555,potentiator
DB00599,2556,potentiator
DB00599,2557,potentiator
DB00599,2558,potentiator
DB00599,2559,potentiator
DB00599,2561,positive allosteric modulator
DB00599,2566,positive allosteric modulator
DB00599,2891,antagonist
DB00599,2898,antagonist
DB00599,89832,antagonist
DB00600,7299,inhibitor
DB00601,4128,inhibitor
DB00601,4129,inhibitor
DB00602,1244,inhibitor
DB00602,1576,substrate
DB00602,2562,agonist
DB00602,4363,inhibitor
DB00602,5243,inhibitor|substrate
DB00602,8001,agonist
DB00602,9429,substrate
DB00602,9971,
DB00603,367,
DB00603,1558,inhibitor
DB00603,1559,inhibitor
DB00603,1576,inducer|substrate
DB00603,2099,agonist
DB00603,2908,
DB00603,3284,inhibitor
DB00603,5241,agonist
DB00603,6462,
DB00603,8644,
DB00604,1544,substrate
DB00604,1548,substrate
DB00604,1551,substrate
DB00604,1555,substrate
DB00604,1557,substrate
DB00604,1558,substrate
DB00604,1559,substrate
DB00604,1565,inhibitor
DB00604,1576,inhibitor|substrate
DB00604,1577,substrate
DB00604,1813,
DB00604,3356,agonist
DB00604,3357,
DB00604,3358,
DB00604,3359,agonist
DB00604,3360,agonist
DB00604,3757,inhibitor
DB00604,100861540,substrate
DB00605,213,
DB00605,231,inhibitor
DB00605,1543,inhibitor
DB00605,1544,inhibitor
DB00605,5467,negative modulator
DB00605,5595,inhibitor
DB00605,5742,inhibitor
DB00605,5743,inhibitor
DB00605,9356,inhibitor
DB00605,11251,antagonist
DB00606,486,inhibitor
DB00606,759,inhibitor
DB00606,760,inhibitor
DB00606,762,inhibitor
DB00606,6559,inhibitor
DB00606,9356,inhibitor
DB00607,1544,inducer
DB00607,1576,inducer
DB00607,9356,inhibitor
DB00607,933569,inhibitor
DB00607,933948,inhibitor
DB00607,934791,inhibitor
DB00607,934893,inhibitor
DB00607,3920705,inhibitor
DB00607,7329159,inhibitor
DB00607,23196990,inhibitor
DB00607,23197359,inhibitor
DB00608,1543,substrate
DB00608,1558,substrate
DB00608,1565,inhibitor|substrate
DB00608,1576,substrate
DB00608,1577,substrate
DB00608,2939,
DB00608,5243,inhibitor
DB00608,7124,
DB00608,54106,
DB00609,886523,inhibitor
DB00610,148,agonist
DB00611,4985,agonist
DB00611,4986,agonist|partial agonist
DB00611,4988,partial agonist|partial antagonist
DB00612,153,antagonist
DB00612,154,antagonist
DB00612,1565,substrate
DB00612,1576,substrate
DB00613,1543,substrate
DB00613,1545,substrate
DB00613,1558,substrate
DB00613,1559,inhibitor
DB00613,1565,inhibitor
DB00613,3176,inhibitor
DB00614,4128,inhibitor
DB00614,4129,inhibitor
DB00615,1544,substrate
DB00615,1576,inducer|substrate
DB00615,3320,other/unknown
DB00615,7184,other/unknown
DB00615,947794,inhibitor
DB00615,948160,inhibitor
DB00615,948487,inhibitor
DB00615,948488,inhibitor
DB00615,12930353,inhibitor
DB00615,12933965,inhibitor
DB00615,12934404,inhibitor
DB00615,12934478,inhibitor
DB00616,1636,inhibitor
DB00616,4311,inhibitor
DB00617,1558,substrate
DB00617,1559,substrate
DB00617,1571,substrate
DB00617,1576,substrate
DB00617,8911,blocker|suppressor
DB00617,8912,blocker
DB00617,8913,blocker
DB00618,947793,inhibitor
DB00618,949000,inhibitor
DB00618,12933452,inhibitor
DB00618,12934394,inhibitor
DB00619,21,substrate
DB00619,25,inhibitor
DB00619,27,
DB00619,213,substrate
DB00619,759,
DB00619,760,
DB00619,761,
DB00619,765,
DB00619,766,
DB00619,768,
DB00619,771,
DB00619,780,antagonist
DB00619,1436,antagonist
DB00619,1544,substrate
DB00619,1551,inhibitor|substrate
DB00619,1557,substrate
DB00619,1559,inhibitor|substrate
DB00619,1565,inhibitor|substrate
DB00619,1576,inhibitor|substrate
DB00619,1577,inhibitor|substrate
DB00619,3815,antagonist|inhibitor|multitarget
DB00619,3932,
DB00619,4835,
DB00619,4914,antagonist
DB00619,5004,substrate
DB00619,5156,antagonist
DB00619,5159,antagonist|inhibitor
DB00619,5243,inhibitor|substrate
DB00619,5742,substrate
DB00619,6580,inhibitor|substrate
DB00619,6582,inhibitor
DB00619,9429,inhibitor|substrate
DB00619,23632,
DB00619,55244,
DB00619,79837,
DB00619,147746,
DB00619,100861540,inhibitor|substrate
DB00620,590,inducer
DB00620,866,binder
DB00620,1576,substrate
DB00620,2908,agonist
DB00620,5743,inhibitor
DB00621,367,agonist
DB00622,146,antagonist
DB00622,147,antagonist
DB00622,148,antagonist
DB00622,775,blocker|inhibitor
DB00622,776,blocker|inhibitor
DB00622,781,inhibitor
DB00622,783,inhibitor
DB00622,801,other/unknown
DB00622,805,other/unknown
DB00622,808,other/unknown
DB00622,1128,antagonist
DB00622,1129,antagonist
DB00622,1131,antagonist
DB00622,1132,antagonist
DB00622,1133,antagonist
DB00622,1555,inducer
DB00622,1557,inhibitor
DB00622,1558,inhibitor|substrate
DB00622,1559,inducer|inhibitor
DB00622,1565,inhibitor|substrate
DB00622,1571,substrate
DB00622,1576,inducer|inhibitor|substrate
DB00622,1577,inhibitor
DB00622,5136,inhibitor
DB00622,5153,inhibitor
DB00622,5243,inhibitor|substrate
DB00623,150,
DB00623,801,inhibitor
DB00623,805,inhibitor
DB00623,808,inhibitor
DB00623,1544,inhibitor
DB00623,1565,inhibitor|substrate
DB00623,1571,inhibitor
DB00623,1812,antagonist
DB00623,1813,antagonist
DB00623,1814,
DB00623,3269,
DB00623,3350,
DB00623,3356,
DB00623,3358,
DB00623,3362,
DB00623,5243,inhibitor
DB00624,213,other/unknown
DB00624,367,agonist
DB00624,1543,substrate
DB00624,1545,substrate
DB00624,1551,substrate
DB00624,1553,substrate
DB00624,1555,inducer|substrate
DB00624,1557,substrate
DB00624,1558,substrate
DB00624,1559,substrate
DB00624,1576,inducer|inhibitor|substrate
DB00624,1577,substrate
DB00624,1583,inhibitor
DB00624,1588,substrate
DB00624,4128,inducer
DB00624,5243,inhibitor
DB00624,6462,other/unknown
DB00624,6554,inhibitor
DB00624,6579,inducer|inhibitor
DB00624,6580,inhibitor
DB00624,6581,substrate
DB00624,6583,substrate
DB00624,9376,inducer
DB00624,9429,substrate
DB00624,10864,inducer
DB00624,64816,substrate
DB00624,100861540,substrate
DB00625,1544,inhibitor
DB00625,1555,inducer|inhibitor|substrate
DB00625,1557,inhibitor
